# composition,0.718KCl-0.282CaCl2
# source,Wei, 2022
# temperature_K,1300
# raw_file,0.718KCl-0.282CaCl2_Wei_2022_1300.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Ca-K,Cl-Cl,K-Cl,K-K
0.9991059658829415,0.0,0.0,0.0,0.0,0.0,0.0
1.0065067508154077,0.0,0.0,0.0,0.0,0.0,0.0
1.013907535747874,0.0,0.0,0.0,0.0,0.0,0.0
1.0213083206803402,0.0,0.0,0.0,0.0,0.0,0.0
1.0287091056128064,0.0,0.0,0.0,0.0,0.0,0.0
1.0361098905452726,0.0,0.0,0.0,0.0,0.0,0.0
1.0435106754777388,0.0,0.0,0.0,0.0,0.0,0.0
1.0509114604102052,0.0,0.0,0.0,0.0,0.0,0.0
1.0583122453426714,0.0,0.0,0.0,0.0,0.0,0.0
1.0657130302751376,0.0,0.0,0.0,0.0,0.0,0.0
1.0731138152076038,0.0,0.0,0.0,0.0,0.0,0.0
1.08051460014007,0.0,0.0,0.0,0.0,0.0,0.0
1.0879153850725363,0.0,0.0,0.0,0.0,0.0,0.0
1.0953161700050025,0.0,0.0,0.0,0.0,0.0,0.0
1.1027169549374687,0.0,0.0,0.0,0.0,0.0,0.0
1.110117739869935,0.0,0.0,0.0,0.0,0.0,0.0
1.1175185248024013,0.0,0.0,0.0,0.0,0.0,0.0
1.1249193097348675,0.0,0.0,0.0,0.0,0.0,0.0
1.1323200946673337,0.0,0.0,0.0,0.0,0.0,0.0
1.1397208795998,0.0,0.0,0.0,0.0,0.0,0.0
1.1471216645322662,0.0,0.0,0.0,0.0,0.0,0.0
1.1545224494647324,0.0,0.0,0.0,0.0,0.0,0.0
1.1619232343971986,0.0,0.0,0.0,0.0,0.0,0.0
1.1693240193296648,0.0,0.0,0.0,0.0,0.0,0.0
1.176724804262131,0.0,0.0,0.0,0.0,0.0,0.0
1.1841255891945974,0.0,0.0,0.0,0.0,0.0,0.0
1.1915263741270636,0.0,0.0,0.0,0.0,0.0,0.0
1.1989271590595298,0.0,0.0,0.0,0.0,0.0,0.0
1.206327943991996,0.0,0.0,0.0,0.0,0.0,0.0
1.2137287289244623,0.0,0.0,0.0,0.0,0.0,0.0
1.2211295138569285,0.0,0.0,0.0,0.0,0.0,0.0
1.2285302987893947,0.0,0.0,0.0,0.0,0.0,0.0
1.235931083721861,0.0,0.0,0.0,0.0,0.0,0.0
1.243331868654327,0.0,0.0,0.0,0.0,0.0,0.0
1.2507326535867933,0.0,0.0,0.0,0.0,0.0,0.0
1.2581334385192597,0.0,0.0,0.0,0.0,0.0,0.0
1.265534223451726,0.0,0.0,0.0,0.0,0.0,0.0
1.2729350083841922,0.0,0.0,0.0,0.0,0.0,0.0
1.2803357933166584,0.0,0.0,0.0,0.0,0.0,0.0
1.2877365782491246,0.0,0.0,0.0,0.0,0.0,0.0
1.2951373631815908,0.0,0.0,0.0,0.0,0.0,0.0
1.302538148114057,0.0,0.0,0.0,0.0,0.0,0.0
1.3099389330465232,0.0,0.0,0.0,0.0,0.0,0.0
1.3173397179789894,0.0,0.0,0.0,0.0,0.0,0.0
1.3247405029114558,0.0,0.0,0.0,0.0,0.0,0.0
1.332141287843922,0.0,0.0,0.0,0.0,0.0,0.0
1.3395420727763883,0.0,0.0,0.0,0.0,0.0,0.0
1.3469428577088545,0.0,0.0,0.0,0.0,0.0,0.0
1.3543436426413207,0.0,0.0,0.0,0.0,0.0,0.0
1.3617444275737869,0.0,0.0,0.0,0.0,0.0,0.0
1.369145212506253,0.0,0.0,0.0,0.0,0.0,0.0
1.3765459974387193,0.0,0.0,0.0,0.0,0.0,0.0
1.3839467823711855,0.0,0.0,0.0,0.0,0.0,0.0
1.391347567303652,0.0,0.0,0.0,0.0,0.0,0.0
1.3987483522361182,0.0,0.0,0.0,0.0,0.0,0.0
1.4061491371685844,0.0,0.0,0.0,0.0,0.0,0.0
1.4135499221010506,0.0,0.0,0.0,0.0,0.0,0.0
1.4209507070335168,0.0,0.0,0.0,0.0,0.0,0.0
1.428351491965983,0.0,0.0,0.0,0.0,0.0,0.0
1.4357522768984492,0.0,0.0,0.0,0.0,0.0,0.0
1.4431530618309154,0.0,0.0,0.0,0.0,0.0,0.0
1.4505538467633816,0.0,0.0,0.0,0.0,0.0,0.0
1.457954631695848,0.0,0.0,0.0,0.0,0.0,0.0
1.4653554166283143,0.0,0.0,0.0,0.0,0.0,0.0
1.4727562015607805,0.0,0.0,0.0,0.0,0.0,0.0
1.4801569864932467,0.0,0.0,0.0,0.0,0.0,0.0
1.4875577714257129,0.0,0.0,0.0,0.0,0.0,0.0
1.494958556358179,0.0,0.0,0.0,0.0,0.0,0.0
1.5023593412906453,0.0,0.0,0.0,0.0,0.0,0.0
1.5097601262231115,0.0,0.0,0.0,0.0,0.0,0.0
1.5171609111555777,0.0,0.0,0.0,0.0,0.0,0.0
1.5245616960880441,0.0,0.0,0.0,0.0,0.0,0.0
1.5319624810205104,0.0,0.0,0.0,0.0,0.0,0.0
1.5393632659529766,0.0,0.0,0.0,0.0,0.0,0.0
1.5467640508854428,0.0,0.0,0.0,0.0,0.0,0.0
1.554164835817909,0.0,0.0,0.0,0.0,0.0,0.0
1.5615656207503752,0.0,0.0,0.0,0.0,0.0,0.0
1.5689664056828414,0.0,0.0,0.0,0.0,0.0,0.0
1.5763671906153076,0.0,0.0,0.0,0.0,0.0,0.0
1.5837679755477738,0.0,0.0,0.0,0.0,0.0,0.0
1.5911687604802403,0.0,0.0,0.0,0.0,0.0,0.0
1.5985695454127065,0.0,0.0,0.0,0.0,0.0,0.0
1.6059703303451727,0.0,0.0,0.0,0.0,0.0,0.0
1.6133711152776389,0.0,0.0,0.0,0.0,0.0,0.0
1.620771900210105,0.0,0.0,0.0,0.0,0.0,0.0
1.6281726851425713,0.0,0.0,0.0,0.0,0.0,0.0
1.6355734700750375,0.0,0.0,0.0,0.0,0.0,0.0
1.6429742550075037,0.0,0.0,0.0,0.0,0.0,0.0
1.65037503993997,0.0,0.0,0.0,0.0,0.0,0.0
1.6577758248724361,0.0,0.0,0.0,0.0,0.0,0.0
1.6651766098049026,0.0,0.0,0.0,0.0,0.0,0.0
1.6725773947373688,0.0,0.0,0.0,0.0,0.0,0.0
1.679978179669835,0.0,0.0,0.0,0.0,0.0,0.0
1.6873789646023012,0.0,0.0,0.0,0.0,0.0,0.0
1.6947797495347674,0.0,0.0,0.0,0.0,0.0,0.0
1.7021805344672336,0.0,0.0,0.0,0.0,0.0,0.0
1.7095813193996998,0.0,0.0,0.0,0.0,0.0,0.0
1.716982104332166,0.0,0.0,0.0,0.0,0.0,0.0
1.7243828892646322,0.0,0.0,0.0,0.0,0.0,0.0
1.7317836741970987,0.0,0.0,0.0,0.0,0.0,0.0
1.7391844591295649,0.0,0.0,0.0,0.0,0.0,0.0
1.746585244062031,0.0,0.0,0.0,0.0,0.0,0.0
1.7539860289944973,0.0,0.0,0.0,0.0,0.0,0.0
1.7613868139269635,0.0,0.0,0.0,0.0,0.0,0.0
1.7687875988594297,0.0,0.0,0.0,0.0,0.0,0.0
1.776188383791896,0.0,0.0,0.0,0.0,0.0,0.0
1.7835891687243621,0.0,0.0,0.0,0.0,0.0,0.0
1.7909899536568283,0.0,0.0,0.0,0.0,0.0,0.0
1.7983907385892948,0.0,0.0,0.0,0.0,0.0,0.0
1.805791523521761,0.0,0.0,0.0,0.0,0.0,0.0
1.8131923084542272,0.0,0.0,0.0,0.0,0.0,0.0
1.8205930933866934,0.0,0.0,0.0,0.0,0.0,0.0
1.8279938783191596,0.0,0.0,0.0,0.0,0.0,0.0
1.8353946632516258,0.0,0.0,0.0,0.0,0.0,0.0
1.842795448184092,0.0,0.0,0.0,0.0,0.0,0.0
1.8501962331165582,0.0,0.0,0.0,0.0,0.0,0.0
1.8575970180490244,0.0,0.0,0.0,0.0,0.0,0.0
1.8649978029814909,0.0,0.0,0.0,0.0,0.0,0.0
1.872398587913957,0.0,0.0,0.0,0.0,0.0,0.0
1.8797993728464233,0.0,0.0,0.0,0.0,0.0,0.0
1.8872001577788895,0.0,0.0,0.0,0.0,0.0,0.0
1.8946009427113557,0.0,0.0,0.0,0.0,0.0,0.0
1.902001727643822,0.0,0.0,0.0,0.0,0.0,0.0
1.9094025125762881,0.0,0.0,0.0,0.0,0.0,0.0
1.9168032975087543,0.0,0.0,0.0,0.0,0.0,0.0
1.9242040824412205,0.0,0.0,0.0,0.0,0.0,0.0
1.931604867373687,0.0,0.0,0.0,0.0,0.0,0.0
1.9390056523061532,0.0,0.0,0.0,0.0,0.0,0.0
1.9464064372386194,0.0,0.0,0.0,0.0,0.0,0.0
1.9538072221710856,0.0,0.0,0.0,0.0,0.0,0.0
1.9612080071035518,0.0,0.0,0.0,0.0,0.0,0.0
1.968608792036018,0.0,0.0,0.0,0.0,0.0,0.0
1.9760095769684842,0.0,0.0,0.0,0.0,0.0,0.0
1.9834103619009504,0.0,0.0,0.0,0.0,0.0,0.0
1.9908111468334166,0.0,0.0,0.0,0.0,0.0,0.0
1.998211931765883,0.0,0.0,0.0,0.0,0.0,0.0
2.0056127166983493,0.0,0.0,0.0,0.0,0.0,0.0
2.0130135016308155,0.0,0.0,0.0,0.0,0.0,0.0
2.0204142865632817,0.0,0.0,0.0,0.0,0.0,0.0
2.027815071495748,0.0,0.0,0.0,0.0,0.0,0.0
2.035215856428214,0.0,0.0,0.0,0.0,0.0,0.0
2.0426166413606803,0.0,0.0,0.0,0.0,0.0,0.0
2.0500174262931465,0.0,0.0,0.0,0.0,0.0,0.0
2.0574182112256127,0.0,0.0,0.0,0.0,0.0,0.0
2.064818996158079,0.0,0.0,0.0,0.0,0.0,0.0
2.072219781090545,0.0,0.005882608962630704,0.0,0.0,0.0,0.0
2.0796205660230114,0.0,0.014835627324119357,0.0,0.0,0.0,0.0
2.0870213509554776,0.0,0.02378864568560801,0.0,0.0,0.0,0.0
2.094422135887944,0.0,0.032741664047096664,0.0,0.0,0.0,0.0
2.1018229208204104,0.0,0.04169468240858585,0.0,0.0,0.0,0.0
2.1092237057528767,0.0,0.0506477007700745,0.0,0.0,0.0,0.0
2.116624490685343,0.0,0.05960071913156315,0.0,0.0,0.0,0.0
2.124025275617809,0.0,0.06855373749305181,0.0,0.0,0.0,0.0
2.1314260605502753,0.0,0.07750675585454046,0.0,0.0,0.0,0.0
2.1388268454827415,0.0,0.08645977421602911,0.0,0.0,0.0,0.0
2.1462276304152077,0.0,0.09541279257751777,0.0,0.0,0.0,0.0
2.153628415347674,0.0,0.10436581093900642,0.0,0.0,0.0,0.0
2.16102920028014,0.0,0.11331882930049507,0.0,0.0,0.0,0.0
2.1684299852126063,0.0,0.12227184766198372,0.0,0.0,0.0,0.0
2.1758307701450725,0.0,0.1312248660234724,0.0,0.0,0.0,0.0
2.1832315550775387,0.0,0.14017788438496104,0.0,0.0,0.0,0.0
2.190632340010005,0.0,0.1491309027464497,0.0,0.0,0.0,0.0
2.198033124942471,0.0,0.15808392110793834,0.0,0.0,0.0,0.0
2.2054339098749374,0.0,0.167036939469427,0.0,0.0,0.0,0.0
2.2128346948074036,0.0,0.17598995783091564,0.0,0.0,0.0,0.0
2.22023547973987,0.0,0.1849429761924043,0.0,0.0,0.0,0.0
2.227636264672336,0.0,0.19389599455389295,0.0,0.0,0.0,0.0
2.2350370496048027,0.0,0.20561181581963917,0.0,0.0,0.0,0.0
2.242437834537269,0.0,0.26111341247433784,0.0,0.0,0.0,0.0
2.249838619469735,0.0,0.31661500912903645,0.0,0.0,0.0,0.0
2.2572394044022013,0.0,0.3721166057837351,0.0,0.0,0.0,0.0
2.2646401893346675,0.0,0.42761820243843374,0.0,0.0,0.0,0.0
2.2720409742671337,0.0,0.4831197990931324,0.0,0.0,0.0,0.0
2.2794417591996,0.0,0.5386213957478311,0.0,0.0,0.0,0.0
2.286842544132066,0.0,0.645038484798946,0.0,0.0,0.0,0.0
2.2942433290645323,0.0,0.8992987228512609,0.0,0.0,0.0,0.0
2.3016441139969985,0.0,1.1473300585779311,0.0,0.0,0.0,0.0
2.3090448989294647,0.0,1.2654028584519033,0.0,0.0,0.0,0.0
2.316445683861931,0.0,1.3834756583258754,0.0,0.0,0.0,0.0
2.323846468794397,0.0,1.5015484581998477,0.0,0.0,0.0,0.0
2.3312472537268634,0.0,1.6196212580738198,0.0,0.0,0.0,0.0
2.3386480386593296,0.0,1.7517919949052982,0.0,0.0,0.0,0.0
2.346048823591796,0.0,1.916544353339687,0.0,0.0,0.0,0.0
2.353449608524262,0.0,2.0812967117740757,0.0,0.0,0.0,0.0
2.360850393456728,0.0,2.2460490702084646,0.0,0.0,0.0,0.0
2.368251178389195,0.0,2.4184104203233963,0.0,0.0,0.0,0.0
2.375651963321661,0.0,2.5923569607376997,0.0,0.0,0.0,0.0
2.3830527482541273,0.0,2.766303501152003,0.0,0.0,0.0,0.0
2.3904535331865935,0.0,3.2387088302548808,0.0,0.0,0.0,0.0
2.3978543181190597,0.0,3.4055780135810623,0.0,0.0,0.0,0.0
2.405255103051526,0.0,3.5500048289986887,0.0,0.0,0.0,0.0
2.412655887983992,0.0,3.7312305989079766,0.0,0.0,0.0,0.0
2.4200566729164583,0.0,4.1739228014856105,0.0,0.0,0.0,0.0
2.4274574578489245,0.0,4.320397500099476,0.0,0.0,0.0,0.0
2.4348582427813907,0.0,4.466872198713342,0.0,0.0,0.0,0.0
2.442259027713857,0.0,4.613346897327209,0.0,0.0,0.0,0.0
2.449659812646323,0.0,4.964982202876501,0.0,0.0,0.0,0.0
2.4570605975787894,0.0,5.251370092442243,0.0,0.0,0.0,0.0
2.4644613825112556,0.0,5.42744438621268,0.0,0.0,0.0,0.0
2.471862167443722,0.0,5.603518679983117,0.0,0.0,0.0,0.0
2.479262952376188,0.0,5.996918176848477,0.0,0.0,0.0,0.0
2.486663737308654,0.0,6.22123634070261,0.0,0.0,0.0,0.0
2.4940645222411204,0.0,6.402893617843745,0.0,0.0,0.0,0.0
2.5014653071735866,0.0,6.584767250483403,0.0,0.0,0.0,0.0
2.5088660921060533,0.0,6.767446461893317,0.0,0.0,0.0,0.0
2.5162668770385195,0.0,6.95012567330322,0.0,0.0,0.0,0.0
2.5236676619709857,0.0,7.167360381057254,0.0,0.0,0.0,0.0
2.531068446903452,0.0,7.4112533213817855,0.0,0.0,0.0,0.0
2.538469231835918,0.0,7.5707415132249185,0.0,0.0,0.0,0.0
2.5458700167683843,0.0,7.618448361109758,0.0,0.0,0.0,0.0
2.5532708017008505,0.0,7.666155208994598,0.0,0.0,0.0,0.0
2.5606715866333167,0.0,7.713862056879439,0.0,0.0,0.0,0.0
2.568072371565783,0.0,7.761568904764278,0.0,0.0,0.0,0.0
2.575473156498249,0.0,7.803509942372202,0.0,0.0,0.0,0.0
2.5828739414307154,0.0,7.794765996515089,0.0,0.0,0.0,0.0
2.5902747263631816,0.0,7.7860220506579765,0.0,0.0,0.0,0.0
2.5976755112956478,0.0,7.777278104800864,0.0,0.0,0.0,0.0
2.605076296228114,0.0,7.768534158943751,0.0,0.0,0.0,0.0
2.61247708116058,0.0,7.759790213086639,0.0,0.0,0.0,0.0
2.6198778660930464,0.0,7.751046267229526,0.0,0.0,0.0,0.0
2.6272786510255126,0.0,7.742302321372414,0.0,0.0,0.0,0.0
2.634679435957979,0.0,7.733558375515301,0.0,0.0,0.0,0.0
2.6420802208904455,0.0,7.7248144296581875,0.0,0.0,0.0,0.0
2.6494810058229117,0.0,7.716070483801075,0.0,0.0,0.0,0.0
2.656881790755378,0.0,7.7003665386199165,0.0,0.0,0.0,0.0
2.664282575687844,0.0,7.628494447114448,0.0,0.0,0.0,0.0
2.6716833606203103,0.0,7.556622355608979,0.0,0.0,0.0,0.0
2.6790841455527765,0.0,7.484750264103511,0.0,0.0,0.0,0.0
2.6864849304852427,0.0,7.412878172598042,0.0,0.0,0.0,0.0
2.693885715417709,0.0,7.289624003192048,0.0,0.0,0.0,0.0
2.701286500350175,0.0,7.073057985549133,0.0,0.00973192638156706,0.0,0.0
2.7086872852826414,0.0,6.946863624521201,0.0,0.02134280249636228,0.0,0.0
2.7160880702151076,0.0,6.867854416829236,0.0,0.0329536786111575,0.0,0.0
2.7234888551475738,0.0,6.788845209137271,0.0,0.044564554725952714,0.0,0.0
2.73088964008004,0.0,6.709836001445305,0.0,0.056175430840747935,0.0,0.0
2.738290425012506,0.0,6.6285976992052085,0.0,0.06778630695554315,0.0,0.0
2.7456912099449724,0.0,6.490968793150471,0.0,0.07939718307033837,0.0,0.0
2.7530919948774386,0.0,6.353339887095734,0.0,0.09100805918513359,0.0,0.0
2.760492779809905,0.0,6.2157109810409965,0.0,0.10261893529992881,0.0,0.0
2.767893564742371,0.0,6.078082074986259,0.0,0.11422981141472403,0.0,0.0
2.7752943496748377,0.0,5.8241686530975585,0.0,0.12584068752951993,0.0,0.0
2.782695134607304,0.0,5.541619103018762,0.0,0.13745156364431516,0.0,0.0
2.79009591953977,0.0,5.47216834160645,0.0,0.14906243975911038,0.0,0.0
2.7974967044722363,0.0,5.402717580194138,0.0,0.1606733158739056,0.0,0.0
2.8048974894047025,0.0,5.3332668187818255,0.0,0.17228419198870082,0.0,0.0
2.8122982743371687,0.0,5.175274792597793,0.0,0.18389506810349604,0.0,0.0
2.819699059269635,0.0,5.007331133375623,0.0,0.19550594421829126,0.0,0.0
2.827099844202101,0.0,4.839387474153454,0.0,0.20711682033308648,0.0,0.0
2.8345006291345674,0.0,4.685918456580002,0.0,0.2187276964478817,0.0,0.0
2.8419014140670336,0.0,4.55032283762833,0.0,0.23033857256267692,0.0,0.0
2.8493021989994998,0.0,4.414727218676656,0.0,0.24194944867747215,0.0,0.0
2.856702983931966,0.0,4.279091238671562,0.0,0.24990616732392903,0.0,0.0007078251612057027
2.864103768864432,0.0,4.14174853921664,0.0,0.25585189860354474,0.0,0.0017131669081638685
2.8715045537968984,0.0,4.004405839761719,0.0,0.26179762988316047,0.0,0.0027185086551220344
2.8789053387293646,0.0,3.8670631403067977,0.0,0.2677433611627762,0.0,0.0037238504020802
2.886306123661831,0.0,3.735713550546715,0.0,0.2736890924423919,0.0,0.004729192149038366
2.893706908594297,0.0,3.608637963300693,0.0,0.2796348237220076,0.0,0.005734533895996532
2.9011076935267632,0.0,3.4815623760546703,0.0,0.2855805550016233,0.0,0.0067398756429546975
2.9085084784592294,0.0,3.3603097735439333,0.0,0.29152628628123906,0.0,0.007745217389912864
2.915909263391696,0.0,3.245278133480163,0.0,0.2974720175608551,0.0,0.00875055913687109
2.9233100483241623,0.0,3.130246493416399,0.0,0.30341774884047085,0.0,0.009755900883829256
