Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_K_x,J_K_y,J_K_z,J_Cl_x,J_Cl_y,J_Cl_z,J_Li_x,J_Li_y,J_Li_z
95,6399.309885168727,-0.0010672495,0.00059419026,0.0015771023,3.4872875307763884,-18.432975985474222,-0.9100578947616107,15.903199177134505,13.662376968033024,-5.412152627723076,1.3129697775123397,0.15768761707776235,3.898388493529992
100,6399.309885168727,-0.00089121656,0.00059842836,0.001535121,3.596961127252958,-18.448175373014845,-0.9568618200844312,15.67387282019363,14.923909176255073,-4.288012525140353,1.4326226741370967,-1.0886453072114008,2.821052048821357
105,6399.309885168727,-0.00069681444,0.00048300947,0.0013669695,3.8164667241279817,-18.43040206202629,-0.9621673391427432,14.421650960349416,15.703676195379915,-2.4797763491059905,2.46533896062218,-1.8861857246326608,1.0181213812033012
110,6399.309885168727,-0.00060161843,0.00029848213,0.0010069093,4.169749031690022,-18.33688623878031,-0.9657861393945855,12.712757616775983,15.92014430576945,-0.3320107336166531,3.82095006874923,-2.1961693532627677,-1.1260253396609268
115,6399.309885168727,-0.0006976079,9.7603835e-05,0.00059491844,4.67102157979652,-18.117858163511002,-0.9993770003759337,11.209458850425197,15.563453829133666,1.7177901641935467,4.822976219043344,-2.05850721012731,-3.142235356728278
120,6399.309885168727,-0.00095919403,-9.694368e-05,0.00031727052,5.320594875726689,-17.720876122709498,-1.0886688202383432,10.183469047512038,14.530503658111584,3.261197947040311,5.1993925700819865,-1.422539157061884,-4.596351542102285
125,6399.309885168727,-0.0012747252,-0.0002638734,0.00017373182,6.093860578594919,-17.097588533158316,-1.2539882799549007,9.552095304298266,12.70769076373779,3.9812664395686133,5.057500634460016,-0.22301378366247349,-5.151100628666983
130,6399.309885168727,-0.0015042708,-0.00035674404,7.978897e-05,6.931011624877005,-16.214674755218923,-1.5042512713682656,9.163008370342572,10.371930001281157,3.772048304486858,4.609436154890577,1.2298333344645376,-4.691619664022811
135,6399.309885168727,-0.0015047881,-0.0003181527,3.9507895e-06,7.743116793625537,-15.06586022198569,-1.8274499103747432,8.79360720258817,8.23767680129038,2.9524565310821806,4.166732702660088,2.2152721849545647,-3.5488289928249395
140,6399.309885168727,-0.0013172401,-0.00014304311,-5.292104e-05,8.438569289452879,-13.674553095633355,-2.1865832668365677,8.392632109104376,6.809005574089841,2.027011591436395,3.872255094867147,2.252636214403801,-2.2642505167567486
145,6399.309885168727,-0.0011439748,0.00011351314,-0.00010828018,8.95189793162344,-12.083254625825406,-2.525644388598483,8.224302885035264,5.94263716300646,1.1025808412660352,3.527255691378092,1.5277058852064234,-1.0007589917687345
150,6399.309885168727,-0.0010827162,0.00036611158,-0.00013460225,9.255393245531101,-10.340935977024104,-2.7851310086873484,8.557153634227438,5.295661223702507,-0.08515853108742594,2.8909098529050294,0.4323634906684578,0.446467036139794
155,6399.309885168727,-0.0010986661,0.00051774544,-9.910838e-05,9.352259291842435,-8.499100456328208,-2.9219391959452325,9.462784892579272,4.789342256995163,-1.5798151815569765,1.888412338573549,-0.9031530893687076,2.077931815822368
160,6399.309885168727,-0.0011002205,0.00045720112,-1.5387697e-05,9.262631797754599,-6.611125594362578,-2.923710379157672,10.792549867326649,4.65082128386019,-2.997227386454095,0.6482750575899312,-2.652606957736417,3.4971154976286845
165,6399.309885168727,-0.0009875093,0.00014266331,9.690244e-05,9.010456044351391,-4.726883930977396,-2.812159721096795,12.08615029129485,4.927868548002497,-4.071676802354841,-0.39314963123498714,-4.813895811965913,4.460014445130939
170,6399.309885168727,-0.00076106365,-0.0003096694,0.00019637342,8.614358918129161,-2.8831459846555143,-2.6332982578508,12.684465147734024,5.0191177911550575,-5.071800095267418,-0.5953672057387069,-6.748883088109516,5.2812761929070735
175,6399.309885168727,-0.000540135,-0.00075624976,0.00018017855,8.087112582293136,-1.0950423446069384,-2.439160400359687,12.299682876949174,4.147686374890668,-6.307152551924401,0.31666130724423547,-7.665555054472144,6.322490862190435
180,6399.309885168727,-0.00041508113,-0.0011053768,3.8001155e-05,7.443905917844765,0.6439010498957733,-2.271818527741961,11.286384531150345,2.0876245298635476,-7.806067094976197,1.9731662279935205,-7.344436760760992,7.6540636356929905
185,6399.309885168727,-0.00039800562,-0.0012924233,-0.000109119515,6.712876538892393,2.354449647789422,-2.1536882509583295,10.244594192851752,-0.7125015088155329,-9.372715668954653,3.7459858741401924,-6.254859472641292,9.102581812765392
190,6399.309885168727,-0.00045931558,-0.0013137514,-0.00015247939,5.9409544099497875,4.064349736717831,-2.0843968362289518,9.546639535175004,-3.472205742753088,-10.32544497782642,5.215862607821499,-5.205055527790784,9.986019800793558
195,6399.309885168727,-0.0005045487,-0.0012317657,-7.8136276e-05,5.189801725410591,5.80313022469416,-2.0462292516724476,9.11585406634092,-5.747286190587712,-9.780613977749407,6.397801005097598,-4.668755665648597,9.403021145995709
200,6399.309885168727,-0.00041533005,-0.001060624,4.915276e-05,4.524587425452315,7.5992037692536325,-2.0177816456246003,8.645763591094669,-7.899008848060127,-7.416412861970411,7.533106054311962,-4.313106658251591,7.010372531642945
205,6399.309885168727,-0.00020667963,-0.00078170886,0.00012673216,4.002641899356508,9.479935967674079,-1.989021467414421,8.071920663583091,-10.63612588766011,-3.557567321022315,8.628894440482135,-3.456721746983895,3.1227669539947702
210,6399.309885168727,3.7627834e-07,-0.00043854467,0.00012277866,3.665321273298005,11.471086163755517,-1.9676786134498254,7.864227225173613,-14.18743417231201,1.055959805253269,9.173908565258706,-1.8965636778413781,-1.5121031777672294
215,6399.309885168727,0.00012242532,-0.00012152537,0.00016244846,3.531204518954743,13.589390280654316,-1.9709927889400554,8.675845345015636,-18.106927369884602,5.329168859312679,8.49640700957369,-0.09537452525929524,-5.781997658152351
220,6399.309885168727,0.00016852439,9.304173e-05,0.0003152424,3.5926674407291053,15.826319486162513,-2.0067616859198445,10.645408595792988,-21.713119388313878,8.164692481263094,6.465380984745739,1.273888490515482,-8.581752322468775
225,6399.309885168727,0.00021518614,0.00019577019,0.0005047258,3.8208323132488617,18.133811143748588,-2.0592379443989905,13.199708939207062,-24.610935030355563,9.065745684469265,3.6829161044750305,1.8642123932475343,-9.430329266659198
230,6399.309885168727,0.00033146286,0.00020247312,0.00065669394,4.176747720731689,20.426042410890275,-2.0892025547511714,15.399996261924555,-26.587019054921818,8.097980203061573,1.1267134738461984,1.548065135266178,-8.432599158150069
235,6399.309885168727,0.00051491166,0.00012689507,0.00072097307,4.623968001188945,22.594745775298698,-2.0434815257906287,16.51560320141742,-27.472947292965387,5.411574481093386,-0.43611365603848196,0.2652899268539741,-5.791914347901281
240,6399.309885168727,0.00068853836,5.130709e-05,0.00061048224,5.137260953458641,24.525410954760062,-1.8659544262375114,16.324663044008943,-27.305604481474468,1.280165842670658,-0.7584664222215123,-1.832717946545209,-1.8380328011408964
245,6399.309885168727,0.0007886169,9.291858e-05,0.00029172437,5.70384650143332,26.108697150947208,-1.506434734776338,15.163621052027322,-26.43701620845843,-3.470334065355879,-0.16401007177247662,-4.2845924606155785,2.5529473772693474
250,6399.309885168727,0.0008407521,0.0002490758,-0.00012787798,6.317477523588785,27.249983468661036,-0.9265695865071741,13.789039391909666,-25.50448015516269,-7.675113439252485,0.5969407013761017,-6.358414690035908,6.177861510224728
255,6399.309885168727,0.0009080318,0.00044125153,-0.00047987333,6.969233505538243,27.880999761106594,-0.10183809913381836,12.656522084099363,-25.142537710073896,-10.723763308718796,1.0777021605897845,-7.351373371490091,8.401779939620509
260,6399.309885168727,0.0010125956,0.0006274662,-0.0006759918,7.641421480141977,27.972993415086037,0.9781573137841055,11.615996971911029,-25.731335528521242,-12.632860963696617,1.4460391897444298,-6.854569329003618,9.230882158077192
265,6399.309885168727,0.0011393975,0.0007555371,-0.0007322345,8.30996719909435,27.547688091119724,2.305209599036285,10.440179393352969,-27.32263508886973,-13.517080898820454,1.9533107367094873,-4.837964553426183,8.788049903934633
270,6399.309885168727,0.0012663685,0.00078294514,-0.00071313814,8.953497964977391,26.68055900143061,3.843755732318396,9.179427861763527,-29.456135719449605,-13.512533904415209,2.5705312467833092,-1.837334532985743,7.244956777812959
275,6399.309885168727,0.0013784472,0.000735236,-0.00068432424,9.562366299821312,25.489276458738985,5.5247555885004935,7.995648714580041,-31.18815392368453,-12.839269690454737,3.1454419243162075,1.0859659880987143,4.890692555072649
280,6399.309885168727,0.0014495899,0.0006355275,-0.0006632102,10.142086181862757,24.107829958291937,7.2480628433192855,7.012599681635935,-31.53212732815775,-11.841411385804305,3.5487713936525207,2.8113860425108106,2.1695271381503436
285,6399.309885168727,0.0014393338,0.0004754904,-0.00063492265,10.709330423589924,22.658679733706393,8.891573310793984,6.379775043897981,-30.003229333192223,-11.0888015950713,3.61435187032456,2.7316381405433168,-0.22659311152175077
290,6399.309885168727,0.0013198297,0.0002897769,-0.000629518,11.283344059142015,21.23565424911665,10.323363998301584,6.22770052166104,-27.07684047438198,-11.085149213776235,3.1924129005636015,1.2282744631263895,-1.6620362859067503
295,6399.309885168727,0.0010904073,0.00016719566,-0.00071448146,11.880331628330074,19.89930724805761,11.415797888988646,6.588523919534936,-24.08756018315836,-11.665244686463621,2.234601829178958,-0.4246587769559582,-2.174374728274514
300,6399.309885168727,0.00076546916,0.0001666936,-0.00087864907,12.514032739956653,18.67967451811144,12.06134383829679,7.426534266338406,-22.18096995533307,-12.154211725807228,0.7628905266099436,-1.1116160958155974,-2.330953542157757
305,6399.309885168727,0.00039916986,0.00028223763,-0.0010142671,13.19697104796787,17.58387010199165,12.189275934066,8.739240483889237,-21.483086908384227,-11.995624544423164,-1.232753875279934,-0.713694750764454,-2.6174727972512377
310,6399.309885168727,8.605124e-05,0.0004476069,-0.0010537067,13.937383663018315,16.609079234988325,11.779920155622431,10.605760165052727,-21.266689121435824,-10.993451330335523,-3.8396859588103465,0.04469843843597815,-3.210290250875104
315,6399.309885168727,-0.00012924922,0.00054063345,-0.0010705319,14.729820808692144,15.754598373302157,10.869686167610533,12.820589414622164,-20.777047147506266,-9.329331962784131,-6.846952307518418,0.40953733414406823,-3.964175550548234
320,6399.309885168727,-0.00027248627,0.00047939326,-0.0011075764,15.54245076272118,15.025478211321188,9.545134483585326,14.688921757790903,-19.922110558288573,-7.540404489254294,-9.527914620310382,0.2837209460083505,-4.428551503456319
325,6399.309885168727,-0.0003784716,0.000302215,-0.0011046575,16.312385896937393,14.429186651179931,7.9291889628181975,15.530664088931163,-19.02488432503496,-6.348264529462036,-11.139592181687668,-0.01721367459341483,-4.004746264739067
330,6399.309885168727,-0.0004299747,0.00012484181,-0.0010138657,16.957862508603192,13.96919601800853,6.163239599565468,15.034958199800696,-18.301563899717898,-6.315765245706143,-11.289362655073734,-0.28054341828848184,-2.2712963773420682
335,6399.309885168727,-0.00038663237,-4.4654307e-06,-0.00086212315,17.404367817358334,13.638924861634747,4.3866665402963285,13.411248492005345,-17.690907196073844,-7.340460335482427,-10.112158286068016,-0.5609292216233468,0.529971682141777
340,6399.309885168727,-0.0002498959,-0.00013473412,-0.00068249315,17.610342124502402,13.417723164583165,2.7141884099762414,11.244183281561364,-17.112884292405674,-8.609345214408176,-8.151067580535901,-0.9177503261236879,3.471334881348313
345,6399.309885168727,-4.871244e-05,-0.000303135,-0.00048463998,17.580514041455807,13.27034221979791,1.2173253447469783,9.056404031661451,-16.63449521001649,-9.208953064693059,-5.933459923672867,-1.2487589055310413,5.5678057994181405
350,6399.309885168727,0.00018987422,-0.00047513391,-0.0002987815,17.362867549290876,13.149084839542937,-0.08218317201887437,7.101442627334313,-16.19772274742473,-8.673384169314385,-3.760851992189796,-1.5642740053155753,6.3317455712994075
355,6399.309885168727,0.00043422243,-0.00056609826,-0.00015862465,17.031664232777892,12.99655435756138,-1.205372845639677,5.318129418456217,-15.464912194261444,-7.11704048692759,-1.6463356037458796,-2.144553750404349,5.898591868232771
360,6399.309885168727,0.00063335634,-0.00049728976,-8.2317725e-05,16.663948349097964,12.750340593638228,-2.200332018577928,3.3923324102235943,-14.1541571826213,-4.960240036739787,0.6471773539631478,-3.209094914775243,4.736750562809803
365,6399.309885168727,0.0007240255,-0.00028080965,-9.741023e-05,16.320572741279555,12.35178574979507,-3.126547870977692,1.163843357559223,-12.45250081597743,-2.52366549218227,3.219042266027632,-4.512196425479679,3.2263917594936085
370,6399.309885168727,0.0006709058,-4.5049957e-05,-0.00022466581,16.039432900965856,11.75879974127163,-4.044119713095161,-1.0190450204406893,-10.875278977691153,0.011721728839394707,5.683070173668771,-5.496432535583345,1.6085765457209074
375,6399.309885168727,0.00049408234,8.3012594e-05,-0.00044222127,15.839477985756181,10.957728308175845,-5.004965517402769,-2.50461164271999,-9.722384955020344,2.420651367789607,7.368591860904221,-5.848255078541307,0.16049289646242926
380,6399.309885168727,0.00027938423,8.366941e-05,-0.00068018236,15.728856522054132,9.967867966662723,-6.042750192859122,-2.7994682692022046,-9.007623189091928,4.49933762822774,7.774069622704506,-5.573156564962311,-0.8804087865683949
385,6399.309885168727,0.00014034666,2.4001752e-06,-0.0008458956,15.712605112585967,8.836239842546618,-7.1654551234699015,-1.7429916722274168,-8.81390237957231,6.283812083649925,6.733844197711537,-4.6352495538596585,-1.5421782132362827
390,6399.309885168727,0.00014853055,-0.00011606077,-0.00088325655,15.797134225261194,7.624894985137487,-8.357716281160055,0.44214287260931506,-9.179412058054652,8.041074612196487,4.464180202761587,-3.0583950731526888,-2.107179487477068
395,6399.309885168727,0.0002850011,-0.00023514591,-0.0007977173,15.988293665580292,6.395963548589479,-9.59284555791989,3.048374961869034,-9.556693455453853,9.94633444825415,1.6667887843721347,-1.4521823107972627,-2.77730996298861
400,6399.309885168727,0.0005204845,-0.00033433546,-0.00066393195,16.28373306196854,5.198915297479814,-10.846275265259711,5.1170104562299645,-9.430457435106575,11.947875818083434,-0.6972860330972379,-0.38137027638386956,-3.5254216545455255
405,6399.309885168727,0.00078846427,-0.00040862983,-0.0006038856,16.66862607569682,4.063531938163195,-12.10124849288356,5.891145879603049,-8.949775347440948,13.976933612033848,-1.8563142522427478,0.27333083685133586,-4.299506534764177
410,6399.309885168727,0.0009782139,-0.00045997332,-0.00065244787,17.12150151813391,3.000427535932957,-13.344079070470134,5.2117935378648514,-8.511834315059163,15.87370465704537,-1.629837041570874,0.8984943753273804,-4.953447464351585
415,6399.309885168727,0.001024014,-0.0005043291,-0.0007264192,17.621895448969056,2.0056289294094105,-14.552365306743258,3.5600753336277373,-8.38381349142702,17.177504848503688,-0.47851270985412553,1.765272188971529,-5.048961138010881
420,6399.309885168727,0.00091073045,-0.0005772585,-0.00073985226,18.150235325354927,1.064351228598369,-15.684198149371031,1.5970537823688797,-8.557274543342203,17.478837843708266,0.9561689067093404,2.8800110981790468,-4.218461155644137
425,6399.309885168727,0.00069395977,-0.0006842347,-0.0006817385,18.68197625803664,0.1541756001621053,-16.678088081262345,-0.20485444025486998,-8.847466029438065,16.864554162988878,2.226336294309281,4.08037831823075,-2.6102873666824142
430,6399.309885168727,0.00045985635,-0.0007908667,-0.00056612527,19.18389236690787,-0.7503822640195921,-17.46391248133684,-1.499392898313797,-8.964356051521746,15.72651049013819,3.018958952827948,5.10182639402391,-0.686419413948999
435,6399.309885168727,0.00023033623,-0.0008938022,-0.0004041845,19.615497672779796,-1.6721060545072968,-17.97604155016986,-2.1058418839718556,-8.543344176392846,14.493432791770525,3.1938028148040627,5.602538384158641,1.05878756644951
440,6399.309885168727,-2.052477e-05,-0.0009837782,-0.00021757721,19.9347806510727,-2.6246452726376672,-18.16354475555479,-2.186335970921183,-7.234404636623654,13.509953901986302,2.9550136678051655,5.246137991827518,2.229769777735683
445,6399.309885168727,-0.0002730889,-0.00100483,-4.13389e-05,20.108158734680227,-3.60595973924903,-17.996456960423778,-2.171508549556865,-4.913309466323253,12.854753628925822,2.766807940574641,3.9063574184872674,2.717882380595157
450,6399.309885168727,-0.00045221703,-0.0009222017,7.1285445e-05,20.12105233840198,-4.594486177388189,-17.46697849841828,-2.3918046205606203,-1.98704455098442,12.31218320591112,2.9742104908262132,1.9686190329046336,2.7309743809963867
455,6399.309885168727,-0.00049870234,-0.0007889505,8.447709e-05,19.983793470377762,-5.550655428406047,-16.586714179015207,-2.7562738206024986,0.6462671694277482,11.62712680484371,3.475938830137955,0.2914769108063311,2.5357665382542938
460,6399.309885168727,-0.00040213394,-0.0006907631,4.2668275e-06,19.73270069901396,-6.424963835639959,-15.385094470286525,-2.8847909168171366,2.265879229303838,10.71886279400467,3.855548426587837,-0.45382665515008813,2.2424108066260406
465,6399.309885168727,-0.00020908633,-0.00066627393,-0.00014051519,19.424544189622296,-7.171873310179237,-13.909956490293798,-2.4666133921482736,2.8071624503388115,9.660558827232007,3.7455273788516807,-0.24820040284358624,1.825576847868334
470,6399.309885168727,-3.902903e-05,-0.0007237403,-0.00028498468,19.121300440924152,-7.7649550568407175,-12.227651892368403,-1.47124312973167,2.78487014242609,8.552052456281379,3.0534010740400714,0.3671735078812972,1.251778716525124
475,6399.309885168727,-7.972607e-06,-0.00087415305,-0.0003708373,18.870193898985647,-8.207610057254369,-10.418409628793842,-0.138796124232627,3.018095530398287,7.360236354899534,1.9720610328538757,0.5766027637717244,0.6343526164545357
480,6399.309885168727,-8.628025e-05,-0.0010984082,-0.0004286224,18.689805041782577,-8.534043063775625,-8.563216712908137,1.1063371413583596,3.9756755898994847,6.00770649864869,0.9073167124886687,-0.05454464470786746,0.131689499804182
485,6399.309885168727,-0.00016104261,-0.0013592297,-0.0005019218,18.568804757642695,-8.799089621660114,-6.728934403385459,1.9219970489393639,5.367223683302373,4.492459069684334,0.21265726567870402,-1.1810458645188149,-0.1873454413275648
490,6399.309885168727,-0.00016013299,-0.0016082851,-0.0005828465,18.474196517456633,-9.061590119618286,-4.959812833494897,2.371315358352133,6.597457180736171,2.810866286375745,-0.14205291114123142,-2.148778681369727,-0.2748740200590729
495,6399.309885168727,-8.452109e-05,-0.0017807356,-0.00065336045,18.36234030448618,-9.367568819305617,-3.2748716853405053,2.7897298076495485,7.286837000419552,1.0196312928450793,-0.44861113951557385,-2.532179750315841,-0.1685799778174295
500,6399.309885168727,1.2526057e-05,-0.0018286032,-0.00071687845,18.18838492239452,-9.737653162345323,-1.670681195646713,3.3915581777946286,7.410669279279031,-0.7899423056956575,-0.8764840165160557,-2.2859277318486377,0.03680328061592808
505,6399.309885168727,7.057168e-05,-0.0017405257,-0.0007720314,17.913691413551497,-10.159909894210088,-0.12934265907303688,4.0546181355693784,7.170257256968115,-2.6377721982085482,-1.264850423357724,-1.6232588342674674,0.34329479220242787
510,6399.309885168727,7.7335775e-05,-0.0015234702,-0.0008001718,17.511925097714503,-10.589517999850086,1.371456345584857,4.466523440790729,6.819160111261395,-4.614535771090741,-1.2749892324274832,-0.8425534030822703,0.8192594947518184
515,6399.309885168727,6.6835266e-05,-0.0011835935,-0.0008125817,16.9734172259709,-10.957372939647414,2.849774433632528,4.4568964472596,6.530611276770912,-6.724049671404425,-0.726854392457621,-0.18614943498614211,1.45045533211443
520,6399.309885168727,7.353019e-05,-0.00073370966,-0.00087032875,16.30644123340013,-11.186710688638797,4.313922037159253,4.182446793115991,6.266900401541705,-8.855298224540148,0.21457130360866827,0.30689927432177333,2.117556301001529
525,6399.309885168727,0.00010061869,-0.000231007,-0.0010138195,15.5342982965171,-11.211619991002337,5.758368215117779,3.9433848728835725,5.768890894621736,-10.88437488421374,1.2257762413144384,0.82981812192582,2.702186711002937
530,6399.309885168727,0.00011981252,0.00022510804,-0.0012037003,14.69005773534578,-10.989734939147569,7.160237888661622,3.801966263602912,4.713190502377701,-12.693503193326306,2.2114351638272502,1.6636336027991598,3.109445387997322
535,6399.309885168727,0.00010781006,0.0005488959,-0.0013444129,13.81230991020262,-10.506450503063817,8.479249719386399,3.551704320517705,2.9009841216317813,-14.068236561581267,3.3394448935803527,2.9925554710776447,3.1651670572368977
540,6399.309885168727,5.835245e-05,0.00069437193,-0.0013532997,12.941691382825828,-9.773811966775995,9.660840568832764,3.051594970645488,0.37306892214263776,-14.743283016841866,4.710172669315202,4.787832152531843,2.658622744894741
545,6399.309885168727,-4.435606e-05,0.0006333839,-0.0012174139,12.11465741005073,-8.828097890519006,10.640321249715026,2.4637883591180776,-2.5201570993907003,-14.621584637790926,6.125013409990775,6.735344234225115,1.5574438175022012
550,6399.309885168727,-0.0002022325,0.00036512158,-0.0009884106,11.354091936883796,-7.726804302327238,11.350272104967853,2.16383038853699,-5.115771797925219,-13.821530096700426,7.185536883866721,8.229665345116295,0.0474381780218347
555,6399.309885168727,-0.00033341075,-5.0621806e-05,-0.00074182014,10.661501913390984,-6.542921160866555,11.731783738194036,2.4842765984608146,-6.6707898968818995,-12.522666584158797,7.557680726321255,8.60080041373708,-1.632936731192317
560,6399.309885168727,-0.00031501538,-0.0004989436,-0.0005504461,10.018047256440203,-5.355107292520572,11.74742559626041,3.5610847762832076,-6.7130552481106065,-10.942201236091991,7.124327280748533,7.45525187439903,-3.229043936873935
565,6399.309885168727,-0.00014148308,-0.0008507971,-0.00046602506,9.395172486446844,-4.23540712008473,11.393364187186062,5.396823952778027,-5.2477542943964295,-9.38912672183511,5.911462860808373,4.870250896314752,-4.42805701278165
570,6399.309885168727,4.7977686e-05,-0.0010409424,-0.0004959149,8.769102746411097,-3.239123746554853,10.704344735074965,7.93511329232158,-2.7358278972781696,-8.128736287021235,3.9992433259328988,1.3620412011337564,-4.999427846946205
575,6399.309885168727,0.00013508475,-0.0010928687,-0.00059557724,8.131785225059009,-2.400594789184125,9.746226383927684,10.872698060778454,0.07027455430006002,-7.214153313442287,1.698976305154051,-2.2825901137434315,-4.955892633268817
580,6399.309885168727,0.00011453562,-0.0010454863,-0.000695451,7.492505657611637,-1.735882516643343,8.600785588403351,13.478708373168475,2.341890600376874,-6.513862791006025,-0.2677544602767874,-5.218918228284971,-4.510742366583585
585,6399.309885168727,4.677882e-05,-0.0009387042,-0.0007322014,6.871249840428808,-1.2513796941552027,7.353080190377778,14.978214522754088,3.5248097924829276,-5.838801827653293,-1.1460047738721322,-6.886340084037733,-3.9380980104692616
590,6399.309885168727,-1.6718619e-05,-0.00080835813,-0.00067488494,6.290130900596032,-0.9532123154298651,6.085527657889298,15.190417932589733,3.654943650164288,-5.027225126534682,-0.7770894694760635,-7.314641436761526,-3.482122052628697
595,6399.309885168727,-4.7959893e-05,-0.00062409457,-0.0005475918,5.764653650882301,-0.853906225367993,4.87552361998017,14.638914620223177,3.273275211051158,-3.9490716199512095,0.29989106216160977,-7.0322792426372365,-3.3502713406755764
600,6399.309885168727,-2.7368485e-05,-0.00033212997,-0.00043469344,5.296792756131671,-0.9743843829259498,3.7936983547976766,14.04660604951957,2.9541560659997117,-2.5107426962245523,1.3600606304833356,-6.59268182308319,-3.7067748836347936
605,6399.309885168727,3.7809146e-05,1.2231892e-05,-0.0004317095,4.872837638879409,-1.3378397492109997,2.9007722238445526,13.711642415447807,2.9183111496565184,-0.8315445778285326,2.118979292274876,-6.19338143153022,-4.493046959173158
610,6399.309885168727,0.00012022926,0.00025546225,-0.0005553201,4.467505644106913,-1.9566736939945442,2.243360846910928,13.527571700881234,3.047458860800987,0.7423386358963757,2.708381834844008,-5.703695265914071,-5.409518908751568
