Salt,Temperatures_K,Thermal_Conductivity_W_mK
0.5LiCl-0.5KCl,"738.000000,741.656566,745.313131,748.969697,752.626263,756.282828,759.939394,763.595960,767.252525,770.909091,774.565657,778.222222,781.878788,785.535354,789.191919,792.848485,796.505051,800.161616,803.818182,807.474747,811.131313,814.787879,818.444444,822.101010,825.757576,829.414141,833.070707,836.727273,840.383838,844.040404,847.696970,851.353535,855.010101,858.666667,862.323232,865.979798,869.636364,873.292929,876.949495,880.606061,884.262626,887.919192,891.575758,895.232323,898.888889,902.545455,906.202020,909.858586,913.515152,917.171717,920.828283,924.484848,928.141414,931.797980,935.454545,939.111111,942.767677,946.424242,950.080808,953.737374,957.393939,961.050505,964.707071,968.363636,972.020202,975.676768,979.333333,982.989899,986.646465,990.303030,993.959596,997.616162,1001.272727,1004.929293,1008.585859,1012.242424,1015.898990,1019.555556,1023.212121,1026.868687,1030.525253,1034.181818,1037.838384,1041.494949,1045.151515,1048.808081,1052.464646,1056.121212,1059.777778,1063.434343,1067.090909,1070.747475,1074.404040,1078.060606,1081.717172,1085.373737,1089.030303,1092.686869,1096.343434,1100.000000","0.376784,0.375743,0.374703,0.373664,0.372626,0.371590,0.370555,0.369522,0.368490,0.367459,0.366430,0.365402,0.364375,0.363350,0.362326,0.361303,0.360282,0.359262,0.358243,0.357226,0.356210,0.355196,0.354183,0.353171,0.352160,0.351151,0.350144,0.349137,0.348132,0.347128,0.346126,0.345125,0.344125,0.343127,0.342130,0.341135,0.340140,0.339147,0.338156,0.337166,0.336177,0.335189,0.334203,0.333218,0.332235,0.331253,0.330272,0.329293,0.328315,0.327338,0.326363,0.325389,0.324416,0.323445,0.322475,0.321507,0.320539,0.319574,0.318609,0.317646,0.316684,0.315724,0.314765,0.313807,0.312850,0.311895,0.310942,0.309989,0.309038,0.308089,0.307141,0.306194,0.305248,0.304304,0.303361,0.302419,0.301479,0.300541,0.299603,0.298667,0.297732,0.296799,0.295867,0.294936,0.294007,0.293079,0.292152,0.291227,0.290303,0.289380,0.288459,0.287539,0.286621,0.285704,0.284788,0.283873,0.282960,0.282049,0.281138,0.280229"
0.637LiCl-0.363KCl,"665.150000,669.542424,673.934848,678.327273,682.719697,687.112121,691.504545,695.896970,700.289394,704.681818,709.074242,713.466667,717.859091,722.251515,726.643939,731.036364,735.428788,739.821212,744.213636,748.606061,752.998485,757.390909,761.783333,766.175758,770.568182,774.960606,779.353030,783.745455,788.137879,792.530303,796.922727,801.315152,805.707576,810.100000,814.492424,818.884848,823.277273,827.669697,832.062121,836.454545,840.846970,845.239394,849.631818,854.024242,858.416667,862.809091,867.201515,871.593939,875.986364,880.378788,884.771212,889.163636,893.556061,897.948485,902.340909,906.733333,911.125758,915.518182,919.910606,924.303030,928.695455,933.087879,937.480303,941.872727,946.265152,950.657576,955.050000,959.442424,963.834848,968.227273,972.619697,977.012121,981.404545,985.796970,990.189394,994.581818,998.974242,1003.366667,1007.759091,1012.151515,1016.543939,1020.936364,1025.328788,1029.721212,1034.113636,1038.506061,1042.898485,1047.290909,1051.683333,1056.075758,1060.468182,1064.860606,1069.253030,1073.645455,1078.037879,1082.430303,1086.822727,1091.215152,1095.607576,1100.000000","0.413342,0.412042,0.410743,0.409446,0.408151,0.406859,0.405568,0.404278,0.402991,0.401706,0.400423,0.399141,0.397862,0.396584,0.395309,0.394035,0.392763,0.391493,0.390225,0.388959,0.387695,0.386432,0.385172,0.383913,0.382657,0.381402,0.380149,0.378899,0.377650,0.376403,0.375158,0.373914,0.372673,0.371434,0.370196,0.368961,0.367727,0.366495,0.365266,0.364038,0.362812,0.361588,0.360366,0.359145,0.357927,0.356711,0.355496,0.354283,0.353073,0.351864,0.350657,0.349452,0.348249,0.347048,0.345849,0.344651,0.343456,0.342263,0.341071,0.339881,0.338694,0.337508,0.336324,0.335142,0.333962,0.332784,0.331607,0.330433,0.329260,0.328090,0.326921,0.325755,0.324590,0.323427,0.322266,0.321107,0.319950,0.318794,0.317641,0.316490,0.315340,0.314192,0.313047,0.311903,0.310761,0.309621,0.308483,0.307347,0.306213,0.305080,0.303950,0.302821,0.301695,0.300570,0.299447,0.298327,0.297208,0.296091,0.294976,0.293862"
0.5NaCl-0.5KCl,"930.000000,932.727273,935.454545,938.181818,940.909091,943.636364,946.363636,949.090909,951.818182,954.545455,957.272727,960.000000,962.727273,965.454545,968.181818,970.909091,973.636364,976.363636,979.090909,981.818182,984.545455,987.272727,990.000000,992.727273,995.454545,998.181818,1000.909091,1003.636364,1006.363636,1009.090909,1011.818182,1014.545455,1017.272727,1020.000000,1022.727273,1025.454545,1028.181818,1030.909091,1033.636364,1036.363636,1039.090909,1041.818182,1044.545455,1047.272727,1050.000000,1052.727273,1055.454545,1058.181818,1060.909091,1063.636364,1066.363636,1069.090909,1071.818182,1074.545455,1077.272727,1080.000000,1082.727273,1085.454545,1088.181818,1090.909091,1093.636364,1096.363636,1099.090909,1101.818182,1104.545455,1107.272727,1110.000000,1112.727273,1115.454545,1118.181818,1120.909091,1123.636364,1126.363636,1129.090909,1131.818182,1134.545455,1137.272727,1140.000000,1142.727273,1145.454545,1148.181818,1150.909091,1153.636364,1156.363636,1159.090909,1161.818182,1164.545455,1167.272727,1170.000000,1172.727273,1175.454545,1178.181818,1180.909091,1183.636364,1186.363636,1189.090909,1191.818182,1194.545455,1197.272727,1200.000000","0.313295,0.312569,0.311844,0.311120,0.310397,0.309674,0.308952,0.308232,0.307511,0.306792,0.306074,0.305356,0.304639,0.303923,0.303208,0.302493,0.301780,0.301067,0.300355,0.299644,0.298934,0.298224,0.297515,0.296807,0.296100,0.295394,0.294688,0.293984,0.293280,0.292577,0.291875,0.291173,0.290473,0.289773,0.289074,0.288376,0.287678,0.286982,0.286286,0.285591,0.284897,0.284204,0.283511,0.282820,0.282129,0.281439,0.280749,0.280061,0.279373,0.278687,0.278001,0.277316,0.276631,0.275948,0.275265,0.274583,0.273902,0.273222,0.272542,0.271863,0.271186,0.270509,0.269832,0.269157,0.268482,0.267809,0.267136,0.266463,0.265792,0.265122,0.264452,0.263783,0.263115,0.262447,0.261781,0.261115,0.260451,0.259786,0.259123,0.258461,0.257799,0.257138,0.256478,0.255819,0.255161,0.254503,0.253847,0.253191,0.252536,0.251881,0.251228,0.250575,0.249923,0.249272,0.248622,0.247973,0.247324,0.246676,0.246029,0.245383"
0.3CaCl2-0.7LiCl,"771.150000,776.491919,781.833838,787.175758,792.517677,797.859596,803.201515,808.543434,813.885354,819.227273,824.569192,829.911111,835.253030,840.594949,845.936869,851.278788,856.620707,861.962626,867.304545,872.646465,877.988384,883.330303,888.672222,894.014141,899.356061,904.697980,910.039899,915.381818,920.723737,926.065657,931.407576,936.749495,942.091414,947.433333,952.775253,958.117172,963.459091,968.801010,974.142929,979.484848,984.826768,990.168687,995.510606,1000.852525,1006.194444,1011.536364,1016.878283,1022.220202,1027.562121,1032.904040,1038.245960,1043.587879,1048.929798,1054.271717,1059.613636,1064.955556,1070.297475,1075.639394,1080.981313,1086.323232,1091.665152,1097.007071,1102.348990,1107.690909,1113.032828,1118.374747,1123.716667,1129.058586,1134.400505,1139.742424,1145.084343,1150.426263,1155.768182,1161.110101,1166.452020,1171.793939,1177.135859,1182.477778,1187.819697,1193.161616,1198.503535,1203.845455,1209.187374,1214.529293,1219.871212,1225.213131,1230.555051,1235.896970,1241.238889,1246.580808,1251.922727,1257.264646,1262.606566,1267.948485,1273.290404,1278.632323,1283.974242,1289.316162,1294.658081,1300.000000","0.412132,0.411059,0.409985,0.408910,0.407836,0.406761,0.405686,0.404611,0.403535,0.402459,0.401383,0.400307,0.399230,0.398153,0.397076,0.395998,0.394920,0.393842,0.392764,0.391685,0.390607,0.389528,0.388448,0.387369,0.386289,0.385209,0.384129,0.383049,0.381969,0.380888,0.379807,0.378726,0.377645,0.376563,0.375482,0.374400,0.373318,0.372236,0.371154,0.370072,0.368989,0.367906,0.366824,0.365741,0.364658,0.363575,0.362491,0.361408,0.360325,0.359241,0.358157,0.357074,0.355990,0.354906,0.353822,0.352738,0.351654,0.350570,0.349486,0.348402,0.347318,0.346233,0.345149,0.344065,0.342981,0.341896,0.340812,0.339728,0.338644,0.337559,0.336475,0.335391,0.334307,0.333223,0.332139,0.331055,0.329971,0.328888,0.327804,0.326720,0.325637,0.324554,0.323470,0.322387,0.321304,0.320221,0.319138,0.318056,0.316973,0.315891,0.314809,0.313727,0.312645,0.311564,0.310482,0.309401,0.308320,0.307239,0.306159,0.305078"
0.5097CaCl2-0.4903NaCl,"779.150000,784.411111,789.672222,794.933333,800.194444,805.455556,810.716667,815.977778,821.238889,826.500000,831.761111,837.022222,842.283333,847.544444,852.805556,858.066667,863.327778,868.588889,873.850000,879.111111,884.372222,889.633333,894.894444,900.155556,905.416667,910.677778,915.938889,921.200000,926.461111,931.722222,936.983333,942.244444,947.505556,952.766667,958.027778,963.288889,968.550000,973.811111,979.072222,984.333333,989.594444,994.855556,1000.116667,1005.377778,1010.638889,1015.900000,1021.161111,1026.422222,1031.683333,1036.944444,1042.205556,1047.466667,1052.727778,1057.988889,1063.250000,1068.511111,1073.772222,1079.033333,1084.294444,1089.555556,1094.816667,1100.077778,1105.338889,1110.600000,1115.861111,1121.122222,1126.383333,1131.644444,1136.905556,1142.166667,1147.427778,1152.688889,1157.950000,1163.211111,1168.472222,1173.733333,1178.994444,1184.255556,1189.516667,1194.777778,1200.038889,1205.300000,1210.561111,1215.822222,1221.083333,1226.344444,1231.605556,1236.866667,1242.127778,1247.388889,1252.650000,1257.911111,1263.172222,1268.433333,1273.694444,1278.955556,1284.216667,1289.477778,1294.738889,1300.000000","0.390665,0.389729,0.388792,0.387853,0.386914,0.385973,0.385031,0.384087,0.383142,0.382197,0.381249,0.380301,0.379351,0.378401,0.377448,0.376495,0.375541,0.374585,0.373628,0.372670,0.371710,0.370749,0.369787,0.368824,0.367860,0.366894,0.365927,0.364959,0.363990,0.363019,0.362047,0.361074,0.360100,0.359125,0.358148,0.357170,0.356191,0.355210,0.354229,0.353246,0.352262,0.351277,0.350290,0.349303,0.348314,0.347324,0.346332,0.345340,0.344346,0.343351,0.342355,0.341358,0.340359,0.339359,0.338359,0.337357,0.336353,0.335349,0.334343,0.333336,0.332329,0.331319,0.330309,0.329298,0.328285,0.327271,0.326257,0.325241,0.324223,0.323205,0.322186,0.321165,0.320144,0.319121,0.318097,0.317072,0.316046,0.315019,0.313990,0.312961,0.311931,0.310899,0.309867,0.308833,0.307798,0.306763,0.305726,0.304688,0.303649,0.302609,0.301568,0.300527,0.299484,0.298440,0.297395,0.296349,0.295302,0.294254,0.293206,0.292156"
0.282CaCl2-0.718KCl,"921.150000,924.976768,928.803535,932.630303,936.457071,940.283838,944.110606,947.937374,951.764141,955.590909,959.417677,963.244444,967.071212,970.897980,974.724747,978.551515,982.378283,986.205051,990.031818,993.858586,997.685354,1001.512121,1005.338889,1009.165657,1012.992424,1016.819192,1020.645960,1024.472727,1028.299495,1032.126263,1035.953030,1039.779798,1043.606566,1047.433333,1051.260101,1055.086869,1058.913636,1062.740404,1066.567172,1070.393939,1074.220707,1078.047475,1081.874242,1085.701010,1089.527778,1093.354545,1097.181313,1101.008081,1104.834848,1108.661616,1112.488384,1116.315152,1120.141919,1123.968687,1127.795455,1131.622222,1135.448990,1139.275758,1143.102525,1146.929293,1150.756061,1154.582828,1158.409596,1162.236364,1166.063131,1169.889899,1173.716667,1177.543434,1181.370202,1185.196970,1189.023737,1192.850505,1196.677273,1200.504040,1204.330808,1208.157576,1211.984343,1215.811111,1219.637879,1223.464646,1227.291414,1231.118182,1234.944949,1238.771717,1242.598485,1246.425253,1250.252020,1254.078788,1257.905556,1261.732323,1265.559091,1269.385859,1273.212626,1277.039394,1280.866162,1284.692929,1288.519697,1292.346465,1296.173232,1300.000000","0.312454,0.311566,0.310678,0.309790,0.308903,0.308016,0.307130,0.306244,0.305359,0.304474,0.303589,0.302705,0.301822,0.300939,0.300056,0.299174,0.298292,0.297411,0.296531,0.295650,0.294771,0.293892,0.293013,0.292135,0.291257,0.290380,0.289504,0.288627,0.287752,0.286877,0.286003,0.285129,0.284255,0.283382,0.282510,0.281639,0.280767,0.279897,0.279027,0.278158,0.277289,0.276421,0.275553,0.274686,0.273819,0.272954,0.272088,0.271224,0.270360,0.269496,0.268634,0.267771,0.266910,0.266049,0.265189,0.264329,0.263470,0.262612,0.261754,0.260898,0.260041,0.259186,0.258331,0.257476,0.256623,0.255770,0.254918,0.254066,0.253216,0.252365,0.251516,0.250667,0.249819,0.248972,0.248126,0.247280,0.246435,0.245591,0.244747,0.243904,0.243062,0.242221,0.241381,0.240541,0.239702,0.238864,0.238026,0.237190,0.236354,0.235519,0.234684,0.233851,0.233018,0.232187,0.231356,0.230525,0.229696,0.228867,0.228040,0.227213"
0.42KF-0.465LiF-0.115NaF,"735.000000,740.707071,746.414141,752.121212,757.828283,763.535354,769.242424,774.949495,780.656566,786.363636,792.070707,797.777778,803.484848,809.191919,814.898990,820.606061,826.313131,832.020202,837.727273,843.434343,849.141414,854.848485,860.555556,866.262626,871.969697,877.676768,883.383838,889.090909,894.797980,900.505051,906.212121,911.919192,917.626263,923.333333,929.040404,934.747475,940.454545,946.161616,951.868687,957.575758,963.282828,968.989899,974.696970,980.404040,986.111111,991.818182,997.525253,1003.232323,1008.939394,1014.646465,1020.353535,1026.060606,1031.767677,1037.474747,1043.181818,1048.888889,1054.595960,1060.303030,1066.010101,1071.717172,1077.424242,1083.131313,1088.838384,1094.545455,1100.252525,1105.959596,1111.666667,1117.373737,1123.080808,1128.787879,1134.494949,1140.202020,1145.909091,1151.616162,1157.323232,1163.030303,1168.737374,1174.444444,1180.151515,1185.858586,1191.565657,1197.272727,1202.979798,1208.686869,1214.393939,1220.101010,1225.808081,1231.515152,1237.222222,1242.929293,1248.636364,1254.343434,1260.050505,1265.757576,1271.464646,1277.171717,1282.878788,1288.585859,1294.292929,1300.000000","0.650055,0.647554,0.645058,0.642566,0.640079,0.637597,0.635119,0.632646,0.630178,0.627715,0.625256,0.622802,0.620352,0.617907,0.615467,0.613032,0.610601,0.608175,0.605754,0.603337,0.600925,0.598517,0.596115,0.593717,0.591323,0.588935,0.586551,0.584171,0.581797,0.579427,0.577061,0.574701,0.572345,0.569994,0.567647,0.565305,0.562968,0.560635,0.558308,0.555984,0.553666,0.551352,0.549043,0.546739,0.544439,0.542144,0.539853,0.537568,0.535286,0.533010,0.530738,0.528471,0.526209,0.523951,0.521698,0.519450,0.517207,0.514968,0.512733,0.510504,0.508279,0.506059,0.503843,0.501632,0.499426,0.497225,0.495028,0.492836,0.490648,0.488466,0.486288,0.484114,0.481946,0.479781,0.477622,0.475468,0.473318,0.471172,0.469032,0.466896,0.464765,0.462638,0.460516,0.458399,0.456286,0.454179,0.452075,0.449977,0.447883,0.445794,0.443710,0.441630,0.439555,0.437485,0.435419,0.433358,0.431302,0.429250,0.427203,0.425161"
0.59KF-0.065MgF2-0.345NaF,"958.000000,961.454545,964.909091,968.363636,971.818182,975.272727,978.727273,982.181818,985.636364,989.090909,992.545455,996.000000,999.454545,1002.909091,1006.363636,1009.818182,1013.272727,1016.727273,1020.181818,1023.636364,1027.090909,1030.545455,1034.000000,1037.454545,1040.909091,1044.363636,1047.818182,1051.272727,1054.727273,1058.181818,1061.636364,1065.090909,1068.545455,1072.000000,1075.454545,1078.909091,1082.363636,1085.818182,1089.272727,1092.727273,1096.181818,1099.636364,1103.090909,1106.545455,1110.000000,1113.454545,1116.909091,1120.363636,1123.818182,1127.272727,1130.727273,1134.181818,1137.636364,1141.090909,1144.545455,1148.000000,1151.454545,1154.909091,1158.363636,1161.818182,1165.272727,1168.727273,1172.181818,1175.636364,1179.090909,1182.545455,1186.000000,1189.454545,1192.909091,1196.363636,1199.818182,1203.272727,1206.727273,1210.181818,1213.636364,1217.090909,1220.545455,1224.000000,1227.454545,1230.909091,1234.363636,1237.818182,1241.272727,1244.727273,1248.181818,1251.636364,1255.090909,1258.545455,1262.000000,1265.454545,1268.909091,1272.363636,1275.818182,1279.272727,1282.727273,1286.181818,1289.636364,1293.090909,1296.545455,1300.000000","0.486045,0.484842,0.483641,0.482441,0.481242,0.480044,0.478847,0.477652,0.476458,0.475266,0.474075,0.472885,0.471696,0.470509,0.469322,0.468138,0.466954,0.465772,0.464591,0.463411,0.462233,0.461056,0.459880,0.458706,0.457533,0.456361,0.455190,0.454021,0.452853,0.451687,0.450521,0.449357,0.448195,0.447033,0.445873,0.444714,0.443557,0.442401,0.441246,0.440092,0.438940,0.437789,0.436640,0.435491,0.434345,0.433199,0.432055,0.430912,0.429770,0.428630,0.427491,0.426353,0.425217,0.424082,0.422948,0.421816,0.420685,0.419555,0.418426,0.417299,0.416174,0.415049,0.413926,0.412805,0.411684,0.410565,0.409448,0.408331,0.407216,0.406102,0.404990,0.403879,0.402770,0.401661,0.400554,0.399449,0.398344,0.397241,0.396140,0.395040,0.393941,0.392843,0.391747,0.390652,0.389559,0.388467,0.387376,0.386287,0.385198,0.384112,0.383026,0.381942,0.380860,0.379779,0.378699,0.377620,0.376543,0.375467,0.374393,0.373320"
0.22KCl-0.45MgCl2-0.33NaCl,"658.150000,664.633333,671.116667,677.600000,684.083333,690.566667,697.050000,703.533333,710.016667,716.500000,722.983333,729.466667,735.950000,742.433333,748.916667,755.400000,761.883333,768.366667,774.850000,781.333333,787.816667,794.300000,800.783333,807.266667,813.750000,820.233333,826.716667,833.200000,839.683333,846.166667,852.650000,859.133333,865.616667,872.100000,878.583333,885.066667,891.550000,898.033333,904.516667,911.000000,917.483333,923.966667,930.450000,936.933333,943.416667,949.900000,956.383333,962.866667,969.350000,975.833333,982.316667,988.800000,995.283333,1001.766667,1008.250000,1014.733333,1021.216667,1027.700000,1034.183333,1040.666667,1047.150000,1053.633333,1060.116667,1066.600000,1073.083333,1079.566667,1086.050000,1092.533333,1099.016667,1105.500000,1111.983333,1118.466667,1124.950000,1131.433333,1137.916667,1144.400000,1150.883333,1157.366667,1163.850000,1170.333333,1176.816667,1183.300000,1189.783333,1196.266667,1202.750000,1209.233333,1215.716667,1222.200000,1228.683333,1235.166667,1241.650000,1248.133333,1254.616667,1261.100000,1267.583333,1274.066667,1280.550000,1287.033333,1293.516667,1300.000000","0.350684,0.349686,0.348686,0.347684,0.346679,0.345673,0.344665,0.343655,0.342643,0.341629,0.340613,0.339595,0.338575,0.337553,0.336529,0.335503,0.334475,0.333445,0.332413,0.331380,0.330344,0.329306,0.328266,0.327224,0.326181,0.325135,0.324088,0.323038,0.321986,0.320933,0.319877,0.318820,0.317761,0.316699,0.315636,0.314571,0.313504,0.312434,0.311363,0.310291,0.309216,0.308139,0.307060,0.305980,0.304897,0.303813,0.302726,0.301638,0.300548,0.299456,0.298362,0.297267,0.296169,0.295070,0.293969,0.292866,0.291761,0.290654,0.289546,0.288435,0.287323,0.286210,0.285094,0.283977,0.282858,0.281737,0.280614,0.279490,0.278364,0.277236,0.276107,0.274976,0.273843,0.272709,0.271573,0.270436,0.269297,0.268156,0.267014,0.265870,0.264724,0.263578,0.262429,0.261279,0.260128,0.258975,0.257821,0.256665,0.255508,0.254349,0.253189,0.252028,0.250865,0.249701,0.248536,0.247370,0.246202,0.245033,0.243862,0.242691"
0.41KCl-0.38MgCl2-0.21NaCl,"660.150000,666.613131,673.076263,679.539394,686.002525,692.465657,698.928788,705.391919,711.855051,718.318182,724.781313,731.244444,737.707576,744.170707,750.633838,757.096970,763.560101,770.023232,776.486364,782.949495,789.412626,795.875758,802.338889,808.802020,815.265152,821.728283,828.191414,834.654545,841.117677,847.580808,854.043939,860.507071,866.970202,873.433333,879.896465,886.359596,892.822727,899.285859,905.748990,912.212121,918.675253,925.138384,931.601515,938.064646,944.527778,950.990909,957.454040,963.917172,970.380303,976.843434,983.306566,989.769697,996.232828,1002.695960,1009.159091,1015.622222,1022.085354,1028.548485,1035.011616,1041.474747,1047.937879,1054.401010,1060.864141,1067.327273,1073.790404,1080.253535,1086.716667,1093.179798,1099.642929,1106.106061,1112.569192,1119.032323,1125.495455,1131.958586,1138.421717,1144.884848,1151.347980,1157.811111,1164.274242,1170.737374,1177.200505,1183.663636,1190.126768,1196.589899,1203.053030,1209.516162,1215.979293,1222.442424,1228.905556,1235.368687,1241.831818,1248.294949,1254.758081,1261.221212,1267.684343,1274.147475,1280.610606,1287.073737,1293.536869,1300.000000","0.349767,0.348623,0.347478,0.346331,0.345182,0.344032,0.342880,0.341727,0.340572,0.339416,0.338258,0.337098,0.335938,0.334775,0.333612,0.332446,0.331280,0.330112,0.328942,0.327771,0.326599,0.325425,0.324250,0.323073,0.321896,0.320716,0.319536,0.318354,0.317170,0.315986,0.314800,0.313612,0.312424,0.311234,0.310043,0.308851,0.307657,0.306462,0.305266,0.304069,0.302871,0.301671,0.300470,0.299268,0.298065,0.296861,0.295656,0.294449,0.293242,0.292033,0.290824,0.289613,0.288402,0.287189,0.285976,0.284761,0.283546,0.282329,0.281112,0.279894,0.278675,0.277455,0.276234,0.275012,0.273790,0.272567,0.271343,0.270118,0.268893,0.267666,0.266440,0.265212,0.263984,0.262755,0.261526,0.260296,0.259065,0.257834,0.256602,0.255370,0.254138,0.252905,0.251671,0.250437,0.249203,0.247968,0.246733,0.245498,0.244262,0.243027,0.241790,0.240554,0.239318,0.238081,0.236844,0.235607,0.234370,0.233133,0.231896,0.230659"
0.525CaCl2-0.058KCl-0.417NaCl,"769.450000,774.809091,780.168182,785.527273,790.886364,796.245455,801.604545,806.963636,812.322727,817.681818,823.040909,828.400000,833.759091,839.118182,844.477273,849.836364,855.195455,860.554545,865.913636,871.272727,876.631818,881.990909,887.350000,892.709091,898.068182,903.427273,908.786364,914.145455,919.504545,924.863636,930.222727,935.581818,940.940909,946.300000,951.659091,957.018182,962.377273,967.736364,973.095455,978.454545,983.813636,989.172727,994.531818,999.890909,1005.250000,1010.609091,1015.968182,1021.327273,1026.686364,1032.045455,1037.404545,1042.763636,1048.122727,1053.481818,1058.840909,1064.200000,1069.559091,1074.918182,1080.277273,1085.636364,1090.995455,1096.354545,1101.713636,1107.072727,1112.431818,1117.790909,1123.150000,1128.509091,1133.868182,1139.227273,1144.586364,1149.945455,1155.304545,1160.663636,1166.022727,1171.381818,1176.740909,1182.100000,1187.459091,1192.818182,1198.177273,1203.536364,1208.895455,1214.254545,1219.613636,1224.972727,1230.331818,1235.690909,1241.050000,1246.409091,1251.768182,1257.127273,1262.486364,1267.845455,1273.204545,1278.563636,1283.922727,1289.281818,1294.640909,1300.000000","0.388029,0.387077,0.386123,0.385168,0.384211,0.383254,0.382294,0.381334,0.380372,0.379409,0.378445,0.377480,0.376513,0.375544,0.374575,0.373604,0.372632,0.371658,0.370683,0.369707,0.368729,0.367751,0.366770,0.365789,0.364806,0.363822,0.362837,0.361850,0.360862,0.359872,0.358882,0.357890,0.356896,0.355902,0.354906,0.353908,0.352910,0.351910,0.350909,0.349906,0.348902,0.347897,0.346891,0.345883,0.344874,0.343864,0.342852,0.341839,0.340825,0.339810,0.338793,0.337775,0.336756,0.335735,0.334713,0.333690,0.332666,0.331640,0.330613,0.329585,0.328556,0.327525,0.326493,0.325460,0.324426,0.323390,0.322353,0.321315,0.320276,0.319236,0.318194,0.317151,0.316107,0.315062,0.314016,0.312968,0.311919,0.310869,0.309818,0.308766,0.307712,0.306658,0.305602,0.304545,0.303487,0.302428,0.301368,0.300307,0.299245,0.298181,0.297116,0.296051,0.294984,0.293916,0.292848,0.291778,0.290707,0.289635,0.288562,0.287488"
1.0ThF4,"1384.000000,1383.151515,1382.303030,1381.454545,1380.606061,1379.757576,1378.909091,1378.060606,1377.212121,1376.363636,1375.515152,1374.666667,1373.818182,1372.969697,1372.121212,1371.272727,1370.424242,1369.575758,1368.727273,1367.878788,1367.030303,1366.181818,1365.333333,1364.484848,1363.636364,1362.787879,1361.939394,1361.090909,1360.242424,1359.393939,1358.545455,1357.696970,1356.848485,1356.000000,1355.151515,1354.303030,1353.454545,1352.606061,1351.757576,1350.909091,1350.060606,1349.212121,1348.363636,1347.515152,1346.666667,1345.818182,1344.969697,1344.121212,1343.272727,1342.424242,1341.575758,1340.727273,1339.878788,1339.030303,1338.181818,1337.333333,1336.484848,1335.636364,1334.787879,1333.939394,1333.090909,1332.242424,1331.393939,1330.545455,1329.696970,1328.848485,1328.000000,1327.151515,1326.303030,1325.454545,1324.606061,1323.757576,1322.909091,1322.060606,1321.212121,1320.363636,1319.515152,1318.666667,1317.818182,1316.969697,1316.121212,1315.272727,1314.424242,1313.575758,1312.727273,1311.878788,1311.030303,1310.181818,1309.333333,1308.484848,1307.636364,1306.787879,1305.939394,1305.090909,1304.242424,1303.393939,1302.545455,1301.696970,1300.848485,1300.000000","0.349709,0.349747,0.349786,0.349824,0.349863,0.349902,0.349940,0.349979,0.350017,0.350056,0.350094,0.350133,0.350171,0.350210,0.350248,0.350287,0.350325,0.350364,0.350402,0.350441,0.350480,0.350518,0.350557,0.350595,0.350634,0.350672,0.350711,0.350749,0.350788,0.350826,0.350865,0.350903,0.350942,0.350980,0.351019,0.351058,0.351096,0.351135,0.351173,0.351212,0.351250,0.351289,0.351327,0.351366,0.351404,0.351443,0.351481,0.351520,0.351558,0.351597,0.351636,0.351674,0.351713,0.351751,0.351790,0.351828,0.351867,0.351905,0.351944,0.351982,0.352021,0.352059,0.352098,0.352137,0.352175,0.352214,0.352252,0.352291,0.352329,0.352368,0.352406,0.352445,0.352483,0.352522,0.352560,0.352599,0.352637,0.352676,0.352715,0.352753,0.352792,0.352830,0.352869,0.352907,0.352946,0.352984,0.353023,0.353061,0.353100,0.353138,0.353177,0.353215,0.353254,0.353293,0.353331,0.353370,0.353408,0.353447,0.353485,0.353524"
