r (A),Average_SCL,lambda_BC
3.006503251625813,0,0
3.011505752876438,0,0
3.0165082541270634,0,0
3.0215107553776885,0,0
3.026513256628314,0,0
3.0315157578789393,0,0
3.0365182591295645,0,0
3.04152076038019,0,0
3.0465232616308153,0,0
3.0515257628814405,0,0
3.056528264132066,0,0
3.0615307653826913,0,0
3.0665332666333165,0,0
3.0715357678839417,0,0
3.0765382691345673,0,0
3.0815407703851925,0,0
3.0865432716358177,0,0
3.0915457728864433,0,0
3.0965482741370685,0,0
3.1015507753876936,0,0
3.1065532766383193,0,0
3.1115557778889444,0,0
3.1165582791395696,0,0
3.121560780390195,0,0
3.1265632816408204,0,0
3.1315657828914456,0,0
3.136568284142071,0,0
3.1415707853926964,0,0
3.1465732866433216,0,0
3.1515757878939468,0,0
3.1565782891445724,0,0
3.1615807903951976,0,0
3.1665832916458228,0,0
3.171585792896448,0,0
3.1765882941470736,0,0
3.1815907953976987,0,0
3.186593296648324,0,0
3.1915957978989495,0,0
3.1965982991495747,0,0
3.2016008004002,0,0
3.2066033016508255,0,0
3.2116058029014507,0,0
3.216608304152076,0,0
3.221610805402701,0,0
3.2266133066533267,0,0
3.231615807903952,0,0
3.236618309154577,0,0
3.2416208104052027,0,0
3.246623311655828,0,0
3.251625812906453,0,0
3.2566283141570787,0,0
3.261630815407704,0,0
3.266633316658329,0,0
3.271635817908954,0,0
3.27663831915958,0,0
3.281640820410205,0,0
3.28664332166083,0,0
3.291645822911456,0,0
3.296648324162081,0,0
3.301650825412706,0,0
3.306653326663332,0,0
3.311655827913957,0,0
3.316658329164582,0,0
3.3216608304152073,0,0
3.326663331665833,0,0
3.331665832916458,0,0
3.3366683341670833,0,0
3.341670835417709,0,0
3.346673336668334,0,0
3.3516758379189593,0,0
3.356678339169585,0,0
3.36168084042021,0,0
3.3666833416708353,0,0
3.3716858429214605,0,0
3.376688344172086,0,0
3.3816908454227113,0,0
3.3866933466733364,0,0
3.391695847923962,0,0
3.3966983491745872,0,0
3.4017008504252124,0,0
3.406703351675838,0,0
3.4117058529264632,0,0
3.4167083541770884,0,0
3.4217108554277136,0,0
3.426713356678339,0,0
3.4317158579289644,0,0
3.4367183591795896,0,0
3.441720860430215,0,0
3.4467233616808404,0,0
3.4517258629314655,0,0
3.4567283641820907,0,0
3.4617308654327164,0,0
3.4667333666833415,0,0
3.4717358679339667,0,0
3.4767383691845923,0,0
3.4817408704352175,0,0
3.4867433716858427,0,0
3.4917458729364683,0,0
3.4967483741870935,0,0
3.5017508754377187,0,0
3.506753376688344,0,0
3.5117558779389695,0,0
3.5167583791895947,0,0
3.52176088044022,0,0
3.5267633816908455,0,0
3.5317658829414706,0,0
3.536768384192096,0,0
3.5417708854427215,0,0
3.5467733866933466,0,0
3.551775887943972,0,0
3.556778389194597,0,0
3.5617808904452226,0,0
3.566783391695848,0,0
3.571785892946473,0,0
3.5767883941970986,0,0
3.5817908954477238,0,0
3.586793396698349,0,0
3.5917958979489746,0,0
3.5967983991995998,0,0
3.601800900450225,0,0
3.60680340170085,0,0
3.6118059029514757,0,0
3.616808404202101,0,0
3.621810905452726,0,0
3.6268134067033517,0,0
3.631815907953977,0,0
3.636818409204602,0,0
3.6418209104552277,0,0
3.646823411705853,0,0
3.651825912956478,0,0
3.6568284142071033,0,0
3.661830915457729,0,0
3.666833416708354,0,0
3.6718359179589792,0,0
3.676838419209605,0,0
3.68184092046023,0,0
3.686843421710855,0,0
3.691845922961481,0,0
3.696848424212106,0,0
3.701850925462731,0,0
3.7068534267133564,0,0
3.711855927963982,0,0
3.716858429214607,0,0
3.7218609304652324,0,0
3.726863431715858,0,0
3.731865932966483,0,0
3.7368684342171083,0,0
3.741870935467734,0,0
3.746873436718359,0,0
3.7518759379689843,0,0
3.7568784392196095,0,0
3.761880940470235,0,0
3.7668834417208603,0,0
3.7718859429714855,0,0
3.776888444222111,0,0
3.7818909454727363,0,0
3.7868934467233615,0,0
3.791895947973987,0,0
3.7968984492246123,0,0
3.8019009504752375,0,0
3.8069034517258626,0,0
3.8119059529764883,0,0
3.8169084542271134,0,0
3.8219109554777386,0,0
3.8269134567283642,0,0
3.8319159579789894,0,0
3.8369184592296146,0,0
3.8419209604802402,0,0
3.8469234617308654,0,0
3.8519259629814906,0,0
3.8569284642321158,0,0
3.8619309654827414,0,0
3.8669334667333666,0,0
3.8719359679839918,0,0
3.8769384692346174,0,0
3.8819409704852426,0,0
3.8869434717358677,0,0
3.891945972986493,0,0
3.8969484742371185,0,0
3.9019509754877437,0,0
3.906953476738369,0,0
3.9119559779889945,0,0
3.9169584792396197,0,0
3.921960980490245,0,0
3.9269634817408705,0,0
3.9319659829914957,0,0
3.936968484242121,0,0
3.941970985492746,0,0
3.9469734867433717,0,0
3.951975987993997,0,0
3.956978489244622,0,0
3.9619809904952477,0,0
3.966983491745873,0,0
3.971985992996498,0,0
3.9769884942471236,0,0
3.981990995497749,0,0
3.986993496748374,0,0
3.991995997998999,0,0
3.996998499249625,0,0
4.00200100050025,0,0
4.007003501750876,0,0
4.012006003001501,0,0
4.017008504252126,0,0
4.022011005502751,0,0
4.027013506753376,0,0
4.0320160080040015,0,0
4.037018509254628,0,0
4.042021010505253,0,0
4.047023511755878,0,0
4.052026013006503,0,0
4.057028514257128,0,0
4.0620310155077535,0,0
4.067033516758379,0,0
4.072036018009005,0,0
4.07703851925963,0,0
4.082041020510255,0,0
4.08704352176088,0,0
4.092046023011505,0,0
4.097048524262131,0,0
4.102051025512757,0,0
4.107053526763382,0,0
4.112056028014007,0,0
4.117058529264632,0,0
4.122061030515257,0,0
4.127063531765883,0,0
4.132066033016508,0,0
4.137068534267134,0,0
4.142071035517759,0,0
4.147073536768384,0,0
4.152076038019009,0,0
4.1570785392696346,0,0
4.16208104052026,0,0
4.167083541770885,0,0
4.172086043021511,0,0
4.177088544272136,0,0
4.182091045522761,0,0
4.1870935467733865,0,0
4.192096048024012,0,0
4.197098549274637,0,0
4.202101050525263,0,0
4.207103551775888,0,0
4.212106053026513,0,0
4.2171085542771385,0,0
4.222111055527764,0,0
4.227113556778389,0,0
4.232116058029014,0,0
4.23711855927964,0,0
4.242121060530265,0,0
4.2471235617808905,0,0
4.252126063031516,0,0
4.257128564282141,0,0
4.262131065532766,0,0
4.267133566783391,0,0
4.272136068034017,0,0
4.277138569284642,0,0
4.282141070535268,0,0
4.287143571785893,0,0
4.292146073036518,0,0
4.297148574287143,0,0
4.302151075537768,0,0
4.307153576788394,0,0
4.31215607803902,0,0
4.317158579289645,0,0
4.32216108054027,0,0
4.327163581790895,0,0
4.33216608304152,0,0
4.337168584292146,0,0
4.3421710855427715,0,0
4.347173586793397,0,0
4.352176088044022,0,0
4.357178589294647,0,0
4.362181090545272,0,0
4.367183591795897,0,0
4.3721860930465235,0,0
4.377188594297149,0,0
4.382191095547774,0,0
4.387193596798399,0,0
4.392196098049024,0,0
4.397198599299649,0,0
4.402201100550275,0,0
4.407203601800901,0,0
4.412206103051526,0,0
4.417208604302151,0,0
4.422211105552776,0,0
4.427213606803401,0,0
4.4322161080540265,0,0
4.437218609304653,0,0
4.442221110555278,0,0
4.447223611805903,0,0
4.452226113056528,0,0
4.457228614307153,0,0
4.4622311155577785,0,0
4.467233616808404,0,0
4.47223611805903,0,0
4.477238619309655,0,0
4.48224112056028,0,0
4.487243621810905,0,0
4.4922461230615305,0,0
4.497248624312156,0,0
4.502251125562781,0,0
4.507253626813407,0,0
4.512256128064032,0,0
4.517258629314657,0,0
4.5222611305652824,0,0
4.527263631815908,0,0
4.532266133066533,0,0
4.537268634317159,0,0
4.542271135567784,0,0
4.547273636818409,0,0
4.552276138069034,0,0
4.55727863931966,0,0
4.562281140570285,0,0
4.56728364182091,0,0
4.572286143071536,0,0
4.577288644322161,0,0
4.582291145572786,0,0
4.587293646823412,0,0
4.592296148074037,0,0
4.597298649324662,0,0
4.602301150575287,0,0
4.607303651825913,0,0
4.612306153076538,0,0
4.6173086543271635,0,0
4.622311155577789,0,0
4.627313656828414,0,0
4.632316158079039,0,0
4.637318659329665,0,0
4.64232116058029,0,0
4.6473236618309155,0,0
4.652326163081541,0,0
4.657328664332166,0,0
4.662331165582791,0,0
4.667333666833416,0,0
4.672336168084042,0,0
4.6773386693346675,0,0
4.682341170585293,0,0
4.687343671835918,0,0
4.692346173086543,0,0
4.697348674337168,0,0
4.702351175587793,0,0
4.707353676838419,0,0
4.712356178089045,0,0
4.71735867933967,0,0
4.722361180590295,0,0
4.72736368184092,0,0
4.732366183091545,0,0
4.7373686843421705,0,0
4.742371185592797,0,0
4.747373686843422,0,0
4.752376188094047,0,0
4.757378689344672,0,0
4.762381190595297,0,0
4.7673836918459225,0,0
4.7723861930965485,0,0
4.777388694347174,0,0
4.782391195597799,0,0
4.787393696848424,0,0
4.792396198099049,0,0
4.7973986993496744,0,0
4.8024012006003,0,0
4.807403701850926,0,0
4.812406203101551,0,0
4.817408704352176,0,0
4.822411205602801,0,0
4.827413706853426,0,0
4.832416208104052,0,0
4.837418709354677,0,0
4.842421210605303,0,0
4.847423711855928,0,0
4.852426213106553,0,0
4.857428714357178,0,0
4.862431215607804,0,0
4.867433716858429,0,0
4.872436218109055,0,0
4.87743871935968,0,0
4.882441220610305,0,0
4.88744372186093,0,0
4.8924462231115555,0,0
4.897448724362181,0,0
4.902451225612806,0,0
4.907453726863432,0,0
4.912456228114057,0,0
4.917458729364682,0,0
4.9224612306153075,0,0
4.927463731865933,0,0
4.932466233116558,0,0
4.937468734367183,0,0
4.942471235617809,0,0
4.947473736868434,0,0
4.9524762381190595,0,0
4.957478739369685,0,0
4.96248124062031,0,0
4.967483741870935,0,0
4.972486243121561,0,0
4.977488744372186,0,0
4.982491245622811,0,0
4.987493746873437,0,0
4.992496248124062,0,0
4.997498749374687,0,0
5.002501250625312,0,0
5.007503751875938,0,0
5.012506253126563,0,0
5.017508754377189,0,0
5.022511255627814,0,0
5.027513756878439,0,0
5.032516258129064,0,0
5.037518759379689,0,0
5.042521260630315,0,0
5.0475237618809405,0,0
5.052526263131566,0,0
5.057528764382191,0,0
5.062531265632816,0,0
5.067533766883441,0,0
5.072536268134067,0,0
5.0775387693846925,0,0
5.082541270635318,0,0
5.087543771885943,0,0
5.092546273136568,0,0
5.097548774387193,0,0
5.102551275637818,0,0
5.1075537768884445,0,0
5.11255627813907,0,0
5.117558779389695,0,0
5.12256128064032,0,0
5.127563781890945,0,0
5.13256628314157,0,0
5.1375687843921956,0,0
5.142571285642822,0,0
5.147573786893447,0,0
5.152576288144072,0,0
5.157578789394697,0,0
5.162581290645322,0,0
5.1675837918959475,0,0
5.172586293146573,0,0
5.177588794397199,0,0
5.182591295647824,0,0
5.187593796898449,0,0
5.192596298149074,0,0
5.1975987993996995,0,0
5.202601300650325,0,0
5.207603801900951,0,0
5.212606303151576,0,0
5.217608804402201,0,0
5.222611305652826,0,0
5.2276138069034515,0,0
5.232616308154077,0,0
5.237618809404702,0,0
5.242621310655328,0,0
5.247623811905953,0,0
5.252626313156578,0,0
5.257628814407203,0,0
5.262631315657829,0,0
5.267633816908454,0,0
5.272636318159079,0,0
5.277638819409705,0,0
5.28264132066033,0,0
5.287643821910955,0,0
5.292646323161581,0,0
5.297648824412206,0,0
5.302651325662831,0,0
5.307653826913457,0,0
5.312656328164082,0,0
5.317658829414707,0,0
5.3226613306653325,0,0
5.327663831915958,0,0
5.332666333166583,0,0
5.337668834417208,0,0
5.342671335667834,0,0
5.347673836918459,0,0
5.3526763381690845,0,0
5.35767883941971,0,0
5.362681340670335,0,0
5.36768384192096,0,0
5.372686343171585,0,0
5.377688844422211,0,0
5.3826913456728365,0,0
5.387693846923462,0,0
5.392696348174087,0,0
5.397698849424712,0,0
5.402701350675337,0,0
5.407703851925963,0,0
5.412706353176588,0,0
5.417708854427214,0,0
5.422711355677839,0,0
5.427713856928464,0,0
5.432716358179089,0,0
5.437718859429714,0,0
5.44272136068034,0,0
5.447723861930966,0,0
5.452726363181591,0,0
5.457728864432216,0,0
5.462731365682841,0,0
5.467733866933466,0,0
5.4727363681840915,0,0
5.4777388694347176,0,0
5.482741370685343,0,0
5.487743871935968,0,0
5.492746373186593,0,0
5.497748874437218,0,0
5.5027513756878434,0,0
5.5077538769384695,0,0
5.512756378189095,0,0
5.51775887943972,0,0
5.522761380690345,0,0
5.52776388194097,0,0
5.532766383191595,0,0
5.537768884442221,0,0
5.542771385692847,0,0
5.547773886943472,0,0
5.552776388194097,0,0
5.557778889444722,0,0
5.562781390695347,0,0
