Ca-Ca,,Ca-Cl,,Ca-Mg,,Ca-Na,,Cl-Cl,,Mg-Cl,,Mg-Mg,,Mg-Na,,Na-Cl,,Na-Na,
6.011250000,0.611311558,6.011250000,1.417645413,6.011250000,0.626204703,6.011250000,0.675138741,6.011250000,0.810157922,6.011250000,1.272775423,6.011250000,0.805896932,6.011250000,0.644205723,6.011250000,1.315904402,6.011250000,0.773478222
6.063750000,0.569830922,6.063750000,1.391735141,6.063750000,0.586401108,6.063750000,0.670167038,6.063750000,0.835306022,6.063750000,1.237641880,6.063750000,0.846604349,6.063750000,0.660713732,6.063750000,1.310267627,6.063750000,0.794771240
6.116250000,0.600639997,6.116250000,1.389719905,6.116250000,0.620542112,6.116250000,0.649207675,6.116250000,0.854154155,6.116250000,1.199275975,6.116250000,0.903690838,6.116250000,0.656051211,6.116250000,1.318202947,6.116250000,0.775298330
6.168750000,0.535649280,6.168750000,1.378583439,6.168750000,0.593537549,6.168750000,0.605988145,6.168750000,0.866288590,6.168750000,1.179116713,6.168750000,0.925678678,6.168750000,0.666611627,6.168750000,1.289270999,6.168750000,0.763604904
6.221250000,0.504601297,6.221250000,1.361228256,6.221250000,0.661911016,6.221250000,0.626528305,6.221250000,0.885477280,6.221250000,1.139054613,6.221250000,0.956754011,6.221250000,0.671357550,6.221250000,1.282935320,6.221250000,0.762330051
6.273750000,0.522687133,6.273750000,1.327336635,6.273750000,0.701887117,6.273750000,0.613283186,6.273750000,0.914834766,6.273750000,1.093706077,6.273750000,0.991816172,6.273750000,0.686405233,6.273750000,1.260418081,6.273750000,0.758542707
6.326250000,0.556687790,6.326250000,1.328561781,6.326250000,0.710142768,6.326250000,0.642049303,6.326250000,0.935971961,6.326250000,1.069437504,6.326250000,1.022040506,6.326250000,0.683276570,6.326250000,1.245851217,6.326250000,0.732763423
6.378750000,0.589502883,6.378750000,1.280901308,6.378750000,0.729340258,6.378750000,0.621581253,6.378750000,0.950814155,6.378750000,1.041860720,6.378750000,1.080545520,6.378750000,0.713761267,6.378750000,1.239676694,6.378750000,0.740034360
6.431250000,0.570749025,6.431250000,1.235484111,6.431250000,0.786246278,6.431250000,0.610288863,6.431250000,0.986848812,6.431250000,1.006743387,6.431250000,1.120831772,6.431250000,0.710524610,6.431250000,1.197098402,6.431250000,0.731495956
6.483750000,0.626944256,6.483750000,1.203674788,6.483750000,0.788489250,6.483750000,0.639522798,6.483750000,1.013239658,6.483750000,0.980077976,6.483750000,1.091659158,6.483750000,0.737215553,6.483750000,1.184317169,6.483750000,0.777817262
6.536250000,0.643542718,6.536250000,1.180097562,6.536250000,0.796922633,6.536250000,0.666020796,6.536250000,1.042866820,6.536250000,0.963207370,6.536250000,1.147767849,6.536250000,0.743245281,6.536250000,1.159440535,6.536250000,0.771977435
6.588750000,0.677005761,6.588750000,1.133687524,6.588750000,0.871950084,6.588750000,0.667592440,6.588750000,1.066121339,6.588750000,0.949430987,6.588750000,1.183271044,6.588750000,0.752578116,6.588750000,1.140407964,6.588750000,0.763370507
6.641250000,0.775968889,6.641250000,1.104610902,6.641250000,0.894728736,6.641250000,0.668475439,6.641250000,1.081296700,6.641250000,0.935247879,6.641250000,1.195442886,6.641250000,0.794224397,6.641250000,1.121632892,6.641250000,0.791920469
6.693750000,0.770192363,6.693750000,1.058425303,6.693750000,0.880282141,6.693750000,0.709742910,6.693750000,1.110422003,6.693750000,0.906880707,6.693750000,1.230624079,6.693750000,0.807823889,6.693750000,1.086291951,6.693750000,0.816719452
6.746250000,0.791581379,6.746250000,1.048443253,6.746250000,0.904314398,6.746250000,0.714093315,6.746250000,1.131701112,6.746250000,0.903569853,6.746250000,1.249419727,6.746250000,0.799609621,6.746250000,1.060421628,6.746250000,0.799823121
6.798750000,0.742484335,6.798750000,0.997069167,6.798750000,0.983152368,6.798750000,0.697803013,6.798750000,1.153185274,6.798750000,0.887607302,6.798750000,1.240727782,6.798750000,0.828745451,6.798750000,1.035916059,6.798750000,0.831294233
6.851250000,0.783662377,6.851250000,0.985873748,6.851250000,0.985964013,6.851250000,0.761062084,6.851250000,1.165731849,6.851250000,0.885245387,6.851250000,1.273629552,6.851250000,0.875210684,6.851250000,1.018593318,6.851250000,0.853059656
6.903750000,0.918985792,6.903750000,0.939871873,6.903750000,1.001301438,6.903750000,0.756218711,6.903750000,1.182826331,6.903750000,0.864856752,6.903750000,1.365809818,6.903750000,0.907220409,6.903750000,0.991360948,6.903750000,0.885188393
6.956250000,0.907125954,6.956250000,0.927877768,6.956250000,1.070088312,6.956250000,0.776515891,6.956250000,1.176015190,6.956250000,0.865375173,6.956250000,1.344014452,6.956250000,0.926603096,6.956250000,0.981225496,6.956250000,0.880838111
7.008750000,0.964996776,7.008750000,0.897996722,7.008750000,1.164807958,7.008750000,0.811845127,7.008750000,1.193269229,7.008750000,0.849743293,7.008750000,1.362761196,7.008750000,0.934148235,7.008750000,0.958670251,7.008750000,0.902998844
7.061250000,0.996334428,7.061250000,0.897058440,7.061250000,1.147551862,7.061250000,0.826126199,7.061250000,1.196875908,7.061250000,0.846201613,7.061250000,1.348673267,7.061250000,0.947499687,7.061250000,0.953381589,7.061250000,0.935172150
7.113750000,1.013531203,7.113750000,0.878619824,7.113750000,1.151339352,7.113750000,0.853465104,7.113750000,1.198415834,7.113750000,0.862675359,7.113750000,1.367310842,7.113750000,0.974150995,7.113750000,0.929401463,7.113750000,0.959364687
7.166250000,1.144576604,7.166250000,0.856329348,7.166250000,1.169553219,7.166250000,0.846973950,7.166250000,1.195388500,7.166250000,0.850865307,7.166250000,1.381705524,7.166250000,1.017334897,7.166250000,0.905559831,7.166250000,0.968544645
7.218750000,1.117072809,7.218750000,0.857304940,7.218750000,1.194341202,7.218750000,0.912805193,7.218750000,1.193519091,7.218750000,0.853124060,7.218750000,1.358957019,7.218750000,1.026725987,7.218750000,0.903061379,7.218750000,1.014602264
7.271250000,1.090241139,7.271250000,0.830244358,7.271250000,1.220667232,7.271250000,0.924018315,7.271250000,1.182019563,7.271250000,0.857031607,7.271250000,1.405760519,7.271250000,1.060510376,7.271250000,0.892862146,7.271250000,1.000394448
7.323750000,1.207232306,7.323750000,0.836003429,7.323750000,1.282768897,7.323750000,0.971844247,7.323750000,1.171461275,7.323750000,0.857146837,7.323750000,1.348626319,7.323750000,1.073110565,7.323750000,0.876820532,7.323750000,1.029987188
7.376250000,1.238897963,7.376250000,0.831920382,7.376250000,1.276873708,7.376250000,0.990730814,7.376250000,1.159245168,7.376250000,0.856977350,7.376250000,1.355960409,7.376250000,1.093940552,7.376250000,0.878028250,7.376250000,1.057374124
7.428750000,1.303909677,7.428750000,0.827298009,7.428750000,1.277079730,7.428750000,1.025649268,7.428750000,1.151477920,7.428750000,0.859144658,7.428750000,1.351561569,7.428750000,1.094736805,7.428750000,0.867214073,7.428750000,1.071415356
7.481250000,1.321245471,7.481250000,0.817818176,7.481250000,1.295089689,7.481250000,1.037589482,7.481250000,1.131309210,7.481250000,0.859275012,7.481250000,1.344978225,7.481250000,1.101587684,7.481250000,0.850804432,7.481250000,1.083238117
7.533750000,1.249443028,7.533750000,0.823745019,7.533750000,1.287788133,7.533750000,1.062274244,7.533750000,1.131790202,7.533750000,0.868907741,7.533750000,1.351309287,7.533750000,1.116273598,7.533750000,0.853446038,7.533750000,1.118274426
7.586250000,1.321165915,7.586250000,0.822470546,7.586250000,1.337615179,7.586250000,1.098107681,7.586250000,1.111987822,7.586250000,0.868845661,7.586250000,1.346765715,7.586250000,1.114309630,7.586250000,0.850605134,7.586250000,1.134302116
7.638750000,1.348561684,7.638750000,0.833184717,7.638750000,1.270548775,7.638750000,1.125925741,7.638750000,1.095544927,7.638750000,0.881551364,7.638750000,1.277228038,7.638750000,1.132760222,7.638750000,0.853463389,7.638750000,1.142236199
7.691250000,1.360664877,7.691250000,0.813100306,7.691250000,1.315483886,7.691250000,1.129258997,7.691250000,1.079879994,7.691250000,0.881765615,7.691250000,1.262936406,7.691250000,1.144070724,7.691250000,0.849763727,7.691250000,1.172652528
7.743750000,1.298009506,7.743750000,0.839261374,7.743750000,1.271550926,7.743750000,1.157136024,7.743750000,1.069019567,7.743750000,0.896055029,7.743750000,1.298288483,7.743750000,1.152085183,7.743750000,0.849605088,7.743750000,1.171497174
7.796250000,1.388212268,7.796250000,0.825701032,7.796250000,1.295083781,7.796250000,1.177506273,7.796250000,1.062774439,7.796250000,0.915664750,7.796250000,1.236820953,7.796250000,1.139089007,7.796250000,0.847290291,7.796250000,1.188610284
7.848750000,1.394326922,7.848750000,0.857062838,7.848750000,1.264236911,7.848750000,1.160413370,7.848750000,1.037228463,7.848750000,0.919166853,7.848750000,1.211112760,7.848750000,1.134109300,7.848750000,0.852377377,7.848750000,1.201475342
7.901250000,1.359154595,7.901250000,0.858614547,7.901250000,1.309799915,7.901250000,1.140920075,7.901250000,1.034921427,7.901250000,0.926464297,7.901250000,1.181428654,7.901250000,1.139048821,7.901250000,0.863320048,7.901250000,1.211028317
7.953750000,1.356257512,7.953750000,0.850020371,7.953750000,1.259177424,7.953750000,1.166409875,7.953750000,1.022928164,7.953750000,0.937875021,7.953750000,1.150176231,7.953750000,1.140567732,7.953750000,0.858946918,7.953750000,1.224141766
8.006250000,1.345924097,8.006250000,0.866921936,8.006250000,1.238476466,8.006250000,1.191326423,8.006250000,1.006551686,8.006250000,0.948180902,8.006250000,1.197150306,8.006250000,1.124938545,8.006250000,0.870204776,8.006250000,1.230795454
8.058750000,1.319685834,8.058750000,0.877352925,8.058750000,1.279712363,8.058750000,1.192466723,8.058750000,0.997081383,8.058750000,0.965639735,8.058750000,1.157246607,8.058750000,1.120545006,8.058750000,0.882282514,8.058750000,1.236748508
8.111250000,1.417937325,8.111250000,0.880670338,8.111250000,1.207255729,8.111250000,1.212111312,8.111250000,0.993543009,8.111250000,0.974135066,8.111250000,1.087757212,8.111250000,1.111786231,8.111250000,0.883635229,8.111250000,1.224242793
8.163750000,1.305872625,8.163750000,0.895039215,8.163750000,1.211547139,8.163750000,1.215886015,8.163750000,0.979002503,8.163750000,0.978869085,8.163750000,1.093894422,8.163750000,1.108180012,8.163750000,0.894622461,8.163750000,1.225896644
8.216250000,1.367883829,8.216250000,0.903370281,8.216250000,1.184961053,8.216250000,1.189137832,8.216250000,0.971613089,8.216250000,1.000751396,8.216250000,1.063136914,8.216250000,1.086371831,8.216250000,0.906066781,8.216250000,1.213033061
8.268750000,1.332543001,8.268750000,0.916815566,8.268750000,1.143044981,8.268750000,1.179464791,8.268750000,0.965794124,8.268750000,1.009487148,8.268750000,1.032180061,8.268750000,1.083167796,8.268750000,0.902496211,8.268750000,1.191538027
8.321250000,1.347272808,8.321250000,0.945968884,8.321250000,1.151621144,8.321250000,1.188176483,8.321250000,0.956997402,8.321250000,1.024499197,8.321250000,1.008360548,8.321250000,1.078541485,8.321250000,0.916101409,8.321250000,1.199411404
8.373750000,1.352065162,8.373750000,0.942166966,8.373750000,1.116050340,8.373750000,1.178744388,8.373750000,0.959019042,8.373750000,1.020904888,8.373750000,1.000383595,8.373750000,1.079951808,8.373750000,0.927719795,8.373750000,1.202773673
8.426250000,1.343281156,8.426250000,0.957464360,8.426250000,1.071259339,8.426250000,1.172907662,8.426250000,0.947390130,8.426250000,1.043866648,8.426250000,0.989955964,8.426250000,1.045410462,8.426250000,0.941671091,8.426250000,1.179690099
8.478750000,1.267352327,8.478750000,0.978634455,8.478750000,1.084506754,8.478750000,1.162690819,8.478750000,0.945735713,8.478750000,1.045709113,8.478750000,0.941908627,8.478750000,1.045585174,8.478750000,0.948057361,8.478750000,1.169913088
8.531250000,1.260920414,8.531250000,0.986413209,8.531250000,1.048500303,8.531250000,1.145729812,8.531250000,0.946066587,8.531250000,1.064565805,8.531250000,0.950691734,8.531250000,1.030695155,8.531250000,0.967366719,8.531250000,1.161894221
8.583750000,1.242970091,8.583750000,1.014939996,8.583750000,1.026631154,8.583750000,1.135251777,8.583750000,0.934965052,8.583750000,1.067219531,8.583750000,0.954511176,8.583750000,1.028148170,8.583750000,0.967937037,8.583750000,1.148098595
8.636250000,1.239344072,8.636250000,1.006197791,8.636250000,0.975773232,8.636250000,1.127737350,8.636250000,0.930494682,8.636250000,1.077027602,8.636250000,0.952186010,8.636250000,1.020868387,8.636250000,0.984417865,8.636250000,1.131506373
8.688750000,1.238226280,8.688750000,1.032106969,8.688750000,0.996705007,8.688750000,1.087843315,8.688750000,0.932758431,8.688750000,1.089943790,8.688750000,0.904450067,8.688750000,0.994660784,8.688750000,0.994083336,8.688750000,1.124984858
8.741250000,1.227119706,8.741250000,1.035707704,8.741250000,0.977652392,8.741250000,1.075457185,8.741250000,0.931227444,8.741250000,1.092993922,8.741250000,0.920424360,8.741250000,0.989242092,8.741250000,1.004177420,8.741250000,1.111872443
8.793750000,1.206381325,8.793750000,1.067141446,8.793750000,0.963038965,8.793750000,1.045849657,8.793750000,0.931860816,8.793750000,1.084610544,8.793750000,0.883504762,8.793750000,0.971870218,8.793750000,1.016593178,8.793750000,1.093295926
8.846250000,1.132741849,8.846250000,1.081656181,8.846250000,0.944693944,8.846250000,1.038642598,8.846250000,0.930538201,8.846250000,1.096022882,8.846250000,0.893003137,8.846250000,0.973565064,8.846250000,1.032467589,8.846250000,1.072178467
8.898750000,1.158924416,8.898750000,1.070635887,8.898750000,0.928034007,8.898750000,1.024256005,8.898750000,0.932332508,8.898750000,1.104470291,8.898750000,0.879424221,8.898750000,0.951620497,8.898750000,1.035151938,8.898750000,1.058347957
8.951250000,1.109872899,8.951250000,1.077996788,8.951250000,0.913786836,8.951250000,1.028188989,8.951250000,0.933322503,8.951250000,1.098556906,8.951250000,0.887108636,8.951250000,0.945026689,8.951250000,1.048284941,8.951250000,1.056449215
9.003750000,1.132051796,9.003750000,1.086057427,9.003750000,0.911674619,9.003750000,1.000052340,9.003750000,0.932936195,9.003750000,1.099602619,9.003750000,0.885298809,9.003750000,0.946634302,9.003750000,1.054640909,9.003750000,1.055371645
9.056250000,1.020708446,9.056250000,1.094243340,9.056250000,0.923319288,9.056250000,0.994918681,9.056250000,0.930080353,9.056250000,1.098613683,9.056250000,0.925258673,9.056250000,0.944413097,9.056250000,1.066486077,9.056250000,1.032345674
9.108750000,1.018117643,9.108750000,1.086927307,9.108750000,0.904892704,9.108750000,0.994860393,9.108750000,0.936923771,9.108750000,1.092546001,9.108750000,0.933199635,9.108750000,0.935018099,9.108750000,1.065853944,9.108750000,1.016166241
9.161250000,1.038111209,9.161250000,1.108393706,9.161250000,0.881095541,9.161250000,0.992108826,9.161250000,0.943560610,9.161250000,1.096310127,9.161250000,0.887498594,9.161250000,0.925569596,9.161250000,1.081363365,9.161250000,0.994712520
9.213750000,0.998395287,9.213750000,1.114352446,9.213750000,0.904093706,9.213750000,0.986755808,9.213750000,0.945145193,9.213750000,1.101190035,9.213750000,0.904884919,9.213750000,0.913488843,9.213750000,1.075846112,9.213750000,0.975382917
9.266250000,0.969447633,9.266250000,1.118899882,9.266250000,0.876341495,9.266250000,0.954617690,9.266250000,0.951825222,9.266250000,1.079226785,9.266250000,0.905997113,9.266250000,0.928430460,9.266250000,1.083064304,9.266250000,0.967006920
9.318750000,0.965105569,9.318750000,1.111044045,9.318750000,0.892745194,9.318750000,0.914103973,9.318750000,0.948630224,9.318750000,1.081489413,9.318750000,0.902823350,9.318750000,0.912816838,9.318750000,1.088650975,9.318750000,0.983405779
9.371250000,1.007220339,9.371250000,1.123278867,9.371250000,0.883246764,9.371250000,0.917850328,9.371250000,0.954993363,9.371250000,1.074445903,9.371250000,0.896892601,9.371250000,0.925084781,9.371250000,1.081449283,9.371250000,0.957997993
9.423750000,0.961867347,9.423750000,1.099446898,9.423750000,0.871078111,9.423750000,0.917039221,9.423750000,0.954132711,9.423750000,1.070067271,9.423750000,0.879163192,9.423750000,0.923965923,9.423750000,1.087662361,9.423750000,0.960683592
9.476250000,0.952294847,9.476250000,1.104688397,9.476250000,0.883344517,9.476250000,0.912913201,9.476250000,0.961935256,9.476250000,1.055507746,9.476250000,0.936068882,9.476250000,0.909130820,9.476250000,1.085943644,9.476250000,0.951371346
9.528750000,0.900063869,9.528750000,1.102709798,9.528750000,0.887226938,9.528750000,0.916248307,9.528750000,0.968003147,9.528750000,1.049879935,9.528750000,0.922208927,9.528750000,0.923857146,9.528750000,1.080669046,9.528750000,0.930077290
9.581250000,0.888161712,9.581250000,1.096688246,9.581250000,0.875024637,9.581250000,0.900892974,9.581250000,0.971672435,9.581250000,1.038198327,9.581250000,0.939301959,9.581250000,0.920924732,9.581250000,1.081354307,9.581250000,0.904543249
9.633750000,0.907110458,9.633750000,1.095969009,9.633750000,0.898637910,9.633750000,0.886609587,9.633750000,0.980996072,9.633750000,1.039486823,9.633750000,0.921663014,9.633750000,0.899974353,9.633750000,1.091698597,9.633750000,0.935423873
9.686250000,0.917513503,9.686250000,1.095488683,9.686250000,0.908092354,9.686250000,0.880552672,9.686250000,0.990344546,9.686250000,1.025472870,9.686250000,0.938933445,9.686250000,0.926831249,9.686250000,1.078163184,9.686250000,0.910640102
9.738750000,0.925640881,9.738750000,1.082285850,9.738750000,0.892815447,9.738750000,0.885303077,9.738750000,0.997432997,9.738750000,1.017170572,9.738750000,0.957061828,9.738750000,0.926841265,9.738750000,1.074738080,9.738750000,0.911878572
9.791250000,0.857394720,9.791250000,1.062401895,9.791250000,0.912498061,9.791250000,0.904223545,9.791250000,0.990994375,9.791250000,1.003088714,9.791250000,0.980459869,9.791250000,0.927399550,9.791250000,1.068410574,9.791250000,0.900259387
9.843750000,0.843381581,9.843750000,1.041486136,9.843750000,0.902790726,9.843750000,0.866517384,9.843750000,0.999261135,9.843750000,0.987937267,9.843750000,0.931102792,9.843750000,0.929262595,9.843750000,1.051971105,9.843750000,0.889829923
9.896250000,0.781214377,9.896250000,1.020631574,9.896250000,0.873164723,9.896250000,0.874121901,9.896250000,0.983236067,9.896250000,0.957869767,9.896250000,0.938643740,9.896250000,0.920960817,9.896250000,1.030888336,9.896250000,0.879078583
9.948750000,0.789274724,9.948750000,0.992383031,9.948750000,0.901794895,9.948750000,0.851419864,9.948750000,0.973535025,9.948750000,0.940533549,9.948750000,0.943925182,9.948750000,0.905029821,9.948750000,0.995728884,9.948750000,0.850146536
10.001250000,0.855888543,10.001250000,0.964759810,10.001250000,0.880016402,10.001250000,0.836253794,10.001250000,0.967861997,10.001250000,0.914572752,10.001250000,0.924715019,10.001250000,0.888112804,10.001250000,0.976924710,10.001250000,0.855143742
10.053750000,0.785068107,10.053750000,0.935476311,10.053750000,0.907471265,10.053750000,0.824389428,10.053750000,0.951318945,10.053750000,0.897126153,10.053750000,0.913678235,10.053750000,0.903461622,10.053750000,0.954220604,10.053750000,0.842286793
10.106250000,0.783430404,10.106250000,0.912519743,10.106250000,0.876977454,10.106250000,0.820887885,10.106250000,0.946490025,10.106250000,0.880717501,10.106250000,0.906195681,10.106250000,0.885457220,10.106250000,0.930366327,10.106250000,0.832480343
10.158750000,0.718396599,10.158750000,0.888547485,10.158750000,0.880095342,10.158750000,0.819671571,10.158750000,0.928653142,10.158750000,0.858094027,10.158750000,0.905303300,10.158750000,0.875937559,10.158750000,0.910020482,10.158750000,0.810426606
10.211250000,0.759218404,10.211250000,0.866270366,10.211250000,0.880696088,10.211250000,0.803857557,10.211250000,0.918389630,10.211250000,0.844540429,10.211250000,0.896407201,10.211250000,0.861642057,10.211250000,0.892638369,10.211250000,0.816504093
10.263750000,0.739771792,10.263750000,0.854397837,10.263750000,0.869525732,10.263750000,0.808805361,10.263750000,0.904586404,10.263750000,0.819618824,10.263750000,0.885335208,10.263750000,0.857559627,10.263750000,0.863189331,10.263750000,0.808825824
10.316250000,0.729588996,10.316250000,0.824707585,10.316250000,0.866593328,10.316250000,0.803819626,10.316250000,0.890326367,10.316250000,0.811178496,10.316250000,0.879205386,10.316250000,0.860454168,10.316250000,0.846365440,10.316250000,0.791819347
10.368750000,0.756610876,10.368750000,0.805159048,10.368750000,0.843445342,10.368750000,0.790568962,10.368750000,0.878440973,10.368750000,0.789333865,10.368750000,0.872022242,10.368750000,0.849026070,10.368750000,0.821442257,10.368750000,0.782796972
10.421250000,0.773449924,10.421250000,0.778212607,10.421250000,0.849218501,10.421250000,0.772238299,10.421250000,0.866723951,10.421250000,0.769115670,10.421250000,0.870354058,10.421250000,0.833374895,10.421250000,0.809517186,10.421250000,0.764473124
10.473750000,0.742381045,10.473750000,0.769897235,10.473750000,0.831194342,10.473750000,0.777479562,10.473750000,0.852295656,10.473750000,0.758509461,10.473750000,0.850189030,10.473750000,0.810631393,10.473750000,0.788430208,10.473750000,0.768811731
