Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z,J_Li_x,J_Li_y,J_Li_z
290,6841.235048438545,-0.00051045715,-0.0010346537,0.00074478885,27.105227404471684,19.232425028978106,-6.8082056861460725,-9.375370049687284,-5.047772634011563,7.301710942040394,1.3281197281667003,-5.2459484507696335,0.28871033862329876
295,6841.235048438545,-0.0005079577,-0.0010599392,0.00094966585,28.31419254483381,19.558136401955913,-6.62546536407425,-8.216877072829469,-5.381612505670274,7.2171857151194345,-1.0393385830048034,-5.237820030450807,0.19049519216738497
300,6841.235048438545,-0.00048381436,-0.0010568263,0.0011411256,28.46409354558027,19.337235364873415,-5.801226882363414,-6.901012737131189,-5.53181500086175,6.991551660263816,-2.505103764729949,-4.8667165601643365,-0.40810915779051093
305,6841.235048438545,-0.0004259775,-0.0009724167,0.0012919486,27.64402447807634,18.671195729700777,-4.4635427049580905,-5.519264806032901,-5.498317727871107,6.6021605848369855,-3.066782910658743,-4.234174690950299,-1.3564023155854885
310,6841.235048438545,-0.00034648494,-0.00081499043,0.0013862982,26.04797252893814,17.611610395229583,-2.8658181940363976,-4.144769957627453,-5.286512071646211,6.0384625430894285,-2.845225640738148,-3.3863948505738373,-2.390428859791915
315,6841.235048438545,-0.00026565857,-0.00067963504,0.0013974983,23.886306139347028,16.391549120940546,-1.162076297455044,-2.831533741631596,-4.912075925648603,5.302320927051062,-1.9967954775111263,-2.5407695335331515,-3.3580289354618214
320,6841.235048438545,-0.00020097186,-0.0006879558,0.0013472174,21.41644368427052,15.471849069748354,0.42824368688279524,-1.6181569239343152,-4.406346232835127,4.404087831841627,-0.740309763603376,-2.1267989912636973,-4.0501156423893345
325,6841.235048438545,-0.00018535466,-0.00088081486,0.0012910777,19.045306750907294,15.201571417852024,1.5850935016654102,-0.5257478322200972,-3.814054115778348,3.358917296284437,0.5384177886235071,-2.4488133745223464,-4.161794876105464
330,6841.235048438545,-0.00023980328,-0.0011516769,0.0012549807,17.193333094798902,15.49024099789276,2.3011276987083846,0.451254708717876,-3.179930613537363,2.1863777255227097,1.4133888101641667,-3.3716065912746704,-3.705289588637731
335,6841.235048438545,-0.00031650078,-0.001329319,0.0012503613,15.978861400070233,15.862756157144394,2.9179995306924873,1.3499204119397983,-2.531742063992353,0.9120113393752617,1.7291948600677522,-4.39231017826451,-3.047794616159569
340,6841.235048438545,-0.00038543352,-0.0013101104,0.001275015,15.050647296664753,15.703477713100801,3.720255259123676,2.2294251512175625,-1.8725593331484607,-0.4340100639504635,1.777903966728433,-4.892214367668846,-2.5040287548877465
345,6841.235048438545,-0.0004870621,-0.0011154789,0.0012965124,13.901734774832509,14.566304324198518,4.896744023082009,3.1478729396367076,-1.1861316430487925,-1.8236019615991026,2.0083687777432595,-4.441468509795143,-2.2909256054295257
350,6841.235048438545,-0.00064490497,-0.00083948846,0.0013153474,12.320306119236594,12.54661935381805,6.544917946850818,4.136621677742349,-0.4475372093558665,-3.2399332371327,2.6010486017685133,-3.1603778354262446,-2.52276810900688
355,6841.235048438545,-0.0008232625,-0.0005878614,0.0013775832,10.41939538353342,10.229931877818993,8.53444318306929,5.189720745991486,0.36719102619172084,-4.68447464211507,3.448860278726885,-1.6584187412933744,-3.067751896549031
360,6841.235048438545,-0.0009467874,-0.00044538124,0.0014912854,8.483081506520257,8.02760956462075,10.5921982504281,6.275593823965641,1.2751548549647884,-6.17498059821386,4.2993008535950015,-0.3640602084075937,-3.635001172678619
365,6841.235048438545,-0.0009482247,-0.0004201753,0.0016212773,6.845987772036621,5.758155108940946,12.513687212191416,7.361418699762433,2.2865440316352768,-7.729548256410759,4.850569742336107,0.8940053159870303,-4.001922507613505
370,6841.235048438545,-0.0007985201,-0.00046889644,0.0017655004,5.743284899107107,3.144971428803138,14.325335486902807,8.434123717339817,3.4055484813005057,-9.343750837531243,4.880567523897285,2.388184738037396,-4.199368204619111
375,6841.235048438545,-0.000505544,-0.0005781075,0.0019396263,5.263506919460792,0.4948233108646878,16.20239004931254,9.505457640074818,4.623740550051298,-10.975359225721455,4.2890114426745525,3.8201406460187153,-4.4448144980592925
380,6841.235048438545,-0.00014710957,-0.0007361201,0.002120253,5.335278554352567,-1.5273541310894183,18.02949401603592,10.599351081764757,5.908059716043499,-12.542361893763275,3.1233463320340764,4.557998811299781,-4.704915738071156
385,6841.235048438545,0.00014792144,-0.00090056285,0.0022234789,5.776691130386621,-2.5666029680823117,19.192753625958453,11.727414693814788,7.196064453929283,-13.94055245554349,1.5538702449512005,4.309242725045166,-4.469984731423699
390,6841.235048438545,0.00031278172,-0.0010272326,0.0021771137,6.447887756187424,-2.508222521223069,19.07221268008771,12.864617300542916,8.406313051278676,-15.078324274708695,-0.2545289000787938,3.040613893992756,-3.2116720693934773
395,6841.235048438545,0.00041845086,-0.0011016952,0.0020237104,7.218796107014506,-1.3759675694294886,17.61174996311393,13.94431980795636,9.458174640049084,-15.899745071244372,-2.105139659795595,0.8564975692045637,-0.9297886601939687
400,6841.235048438545,0.00054978736,-0.0011220619,0.0018643433,7.816356150832303,0.34824241702299297,15.27195360288197,14.879962052239739,10.286010051040694,-16.382565083392674,-3.638342219435499,-1.6955476843010762,1.8928275909479124
405,6841.235048438545,0.00067631184,-0.0010870358,0.0017532071,7.8489799696277,1.7743572557879803,12.705926682996784,15.600435231513279,10.840359209183635,-16.525171022777922,-4.391439436041464,-3.6760116176316884,4.601460557445957
410,6841.235048438545,0.00073658343,-0.0010103647,0.0016715511,7.033811499163287,2.1941328151293407,10.672638173404541,16.076460675517616,11.08284036930677,-16.34167096279574,-4.052296028779592,-4.338268463574154,6.451248865193033
415,6841.235048438545,0.0007248387,-0.00089495396,0.001576307,5.412317777280415,1.5456396996156387,9.809202750199159,16.32531864762789,10.987145149867551,-15.870274264262058,-2.679660250923616,-3.5940802115089387,6.8432874305694575
420,6841.235048438545,0.0006402035,-0.000747832,0.0014676125,3.461389299579034,0.33780279162565474,10.3064585985051,16.401501393898094,10.55068734557976,-15.181699502091156,-0.804914759962839,-1.949785727306974,5.657456795594467
425,6841.235048438545,0.00050316827,-0.00059852196,0.0014087945,1.9694552257538582,-0.8843711158191594,11.86100324105819,16.38481070595228,9.809638408381993,-14.372792952965334,0.7037101804892978,0.013437450468970158,3.294005282059937
430,6841.235048438545,0.00038469353,-0.00046891373,0.0014711175,1.5717402080632104,-1.948245179570586,13.948354788372209,16.36698996362177,8.847082833110157,-13.543776710052347,1.1192462574657207,2.0398671381683897,0.37763733162906954
435,6841.235048438545,0.00033926475,-0.00035709914,0.0016396744,2.2396786899390193,-2.9538519668352814,16.1932086188529,16.434744334666206,7.788341735109544,-12.770779807571977,0.3835530239997129,4.104215079462207,-2.6402133426413785
440,6841.235048438545,0.00036308236,-0.00027677353,0.0018054233,3.388000339879061,-3.9506143257025554,18.423007740718553,16.650723214111608,6.78017885861032,-12.088384253213313,-0.9807473762736385,6.109139873830186,-5.55240769011974
445,6841.235048438545,0.00042029674,-0.00026348553,0.0018631815,4.4315985638678015,-4.75560965199875,20.476102926265696,17.036922310723398,5.9600527463290325,-11.488663401131209,-2.410544936479409,7.7342610690620806,-8.20522354423841
450,6841.235048438545,0.00045118172,-0.00032487075,0.0017917993,5.195618775658716,-4.9777353999965275,22.007256221440286,17.566833574860297,5.431385976956382,-10.932321699969483,-3.7044762805814293,8.485053797521411,-10.292718486885436
455,6841.235048438545,0.00038079682,-0.00041081998,0.0016125165,5.7717401516784514,-4.045814350454658,22.560738633735404,18.170941285946114,5.253352666400178,-10.362912245906353,-4.884705845419075,7.731165951632372,-11.41561035537555
460,6841.235048438545,0.00018152152,-0.00045039042,0.0013804593,6.1167206178798255,-1.6686299423958193,21.97171744471352,18.753160001477887,5.441747097417692,-9.72048731619028,-5.811904890658907,5.16558679595955,-11.469014105015534
465,6841.235048438545,-0.00010367507,-0.00040727484,0.0011668765,6.095640534800684,1.4124186120103337,20.507955795513496,19.210469400401713,5.975389286128164,-8.95759028508959,-6.248134295244807,1.5508961536213048,-10.768149494520488
470,6841.235048438545,-0.0004110421,-0.00027601246,0.0009744536,5.783940019824574,3.8875809561146557,18.49686933020285,19.451613305189746,6.802673970483784,-8.054308092059125,-6.17757757786846,-1.7515508875842913,-9.660345423536944
475,6841.235048438545,-0.00069452333,-6.692437e-05,0.00078035146,5.426192014216274,5.197063860182073,15.980110672061796,19.414801927045325,7.84571712179245,-7.020806790494443,-5.783018184146995,-4.104077133426747,-8.177088331088758
480,6841.235048438545,-0.0008882748,0.00017427995,0.00058772595,5.173097010894771,5.693849755814529,12.89456711979737,19.079940121266397,9.01081198556317,-5.883904612082313,-5.195061529104052,-5.765957916006576,-6.228446800278823
485,6841.235048438545,-0.0009274706,0.00036399098,0.00039232092,5.079242690253586,5.7560856005935435,9.358470996022605,18.468569220318596,10.213264756725085,-4.666053455582494,-4.489836385813461,-7.030646244038783,-3.9102019750160135
490,6841.235048438545,-0.0008391444,0.00042997758,0.00017105747,5.1684279889833045,5.3847794435147085,5.576421132485208,17.631862655480496,11.403116738574731,-3.3700681068269986,-3.742315224064141,-7.849191832265481,-1.424137619224699
495,6841.235048438545,-0.0007205035,0.00038122074,-5.8378304e-05,5.315669279209096,4.4671807119389975,1.7737110922601467,16.634045825902135,12.569453926551475,-1.9773370167943884,-2.8917397521378643,-8.097930374792034,0.9858411843608463
500,6841.235048438545,-0.00063133903,0.00030399932,-0.00022292229,5.157776647877486,2.9972873085294873,-1.7008620036801432,15.540566563579185,13.72150864957262,-0.4575431954993636,-1.6403679496813037,-7.780091537559477,2.9406201660396745
505,6841.235048438545,-0.0005862625,0.00024548857,-0.0002823428,4.3433339284282,1.0185050815367518,-4.585257074708987,14.415064548377108,14.864430668500109,1.2167531330220864,0.2995765413127902,-6.944231178378962,4.150718809412151
510,6841.235048438545,-0.0005994767,0.00017073931,-0.00025680356,2.9436289766789043,-1.355171534403234,-6.936751847032344,13.3210873589853,15.984355077960618,3.0580837582225824,2.7932586673617426,-5.690478979097227,4.660883051533542
515,6841.235048438545,-0.0006777847,6.284915e-05,-0.00017800624,1.5110912182070253,-3.801856005792983,-8.945287182609446,12.321981012785029,17.04378318881758,5.0576606975907135,5.224902342821524,-4.303222545302836,4.669841740616187
520,6841.235048438545,-0.0007999832,-2.7452888e-05,-8.134639e-05,0.6438587128585125,-5.922822307229035,-10.731531394462491,11.475100675561615,17.98315319762701,7.180894256986599,6.939015200061775,-3.1216259437026577,4.332852362579809
525,6841.235048438545,-0.00091471645,-5.3924876e-05,1.3416693e-06,0.568592412644032,-7.54304284004265,-12.366562418332885,10.822640704260474,18.72716563537692,9.366016334980177,7.666741218219912,-2.245417752350751,3.7827612898910368
530,6841.235048438545,-0.0009547728,-3.181165e-05,6.5567874e-05,1.1575244624085093,-8.743223657230745,-13.93187699815344,10.384942493037876,19.195016824793175,11.535855494096417,7.515507457685844,-1.5130881104599228,3.1782366264297317
535,6841.235048438545,-0.0008694854,-9.1184365e-06,0.00013220003,2.183572789926365,-9.696855820813116,-15.545618932458366,10.158084937022275,19.314259807721143,13.623086365626623,6.716316614360794,-0.6786988231072466,2.7047477580372807
540,6841.235048438545,-0.000660643,-2.6136573e-05,0.00022577264,3.511557691796324,-10.459882251423014,-17.295741193448244,10.114981083257797,19.03868555163767,15.589608685229594,5.431435365698081,0.3599021286060601,2.488347853391185
545,6841.235048438545,-0.00038200122,-9.894202e-05,0.0003603341,5.128967507904519,-10.819427437919703,-19.07127839436789,10.210153814798312,18.36435773852377,17.422307329837764,3.718853052591685,1.393775096476653,2.4311864201472937
550,6841.235048438545,-0.00010144307,-0.00020969582,0.00050899445,7.051864846174879,-10.503975571816607,-20.581983264911017,10.391203383391469,17.335201576585906,19.11156395743425,1.6149059095649414,2.107479375460297,2.252634710442232
555,6841.235048438545,0.00012082464,-0.0003046917,0.00060611253,9.10208424894688,-9.480531461554081,-21.547514736769422,10.615960457387908,16.03574505647798,20.63467593183274,-0.6600707573910942,2.3834913485558884,1.6950543822450137
560,6841.235048438545,0.0002472191,-0.00033259412,0.00060480594,10.856257189299757,-7.848243026804004,-21.78177173988724,10.867530215819196,14.572428145675122,21.957875118932556,-2.665813655488062,2.2145197582946805,0.6061119972574098
565,6841.235048438545,0.00028030074,-0.0002827628,0.0005229968,11.931916762596195,-5.603697920271683,-21.24653951565479,11.159221624228147,13.047172426951011,23.050297142442705,-4.033164645819099,1.4952303907054536,-1.021542100644131
570,6841.235048438545,0.00025924027,-0.0001774593,0.00043230393,12.112964279864052,-2.725098185309344,-20.166565169806468,11.525861499940424,11.533212240606236,23.892284553446792,-4.580852126278089,0.130590924382612,-2.943503742983869
575,6841.235048438545,0.0002246117,-6.877459e-05,0.00040038108,11.260047130608548,0.5089023571482301,-18.917338194238894,12.007891965906515,10.063300155353362,24.46993855851216,-4.209965463448655,-1.633497338013787,-4.7703846399062435
580,6841.235048438545,0.00017415536,-1.0986773e-05,0.0004247114,9.36885722166506,3.5401620774601694,-17.810455847732285,12.63841409605831,8.631073811330724,24.765478408880803,-2.9492975497679885,-3.2325308211432473,-6.172806812891342
585,6841.235048438545,0.00010337998,-6.0991074e-06,0.00047982865,6.646793400753164,5.871507695220406,-17.07139953666838,13.438567348945268,7.200077487071255,24.75490459403219,-1.0273871601213336,-4.132880279335315,-6.901289134945674
590,6841.235048438545,6.492788e-05,2.4605008e-05,0.0005741438,3.3939868088426817,7.207136762356731,-16.76517299092002,14.419486995128151,5.7161681254829535,24.41332757622869,1.2444997255505137,-3.984599957281991,-6.865938600695648
595,6841.235048438545,0.00011118812,0.00016274117,0.0007241882,0.019542953764250415,7.537161334202301,-16.596663617027573,15.585062289712573,4.120739675584488,23.72302889983977,3.4533683760081004,-2.719195987599325,-6.344149204528495
600,6841.235048438545,0.00018399491,0.0003678633,0.0009254006,-2.8365388971952754,7.159721118298966,-15.971498657626126,16.92985113022607,2.363940245292769,22.680722694523787,4.964661262553662,-0.5849562330725364,-5.9270080957257445
605,6841.235048438545,0.00016588734,0.00050840696,0.0011646351,-4.6209977127610875,6.485704453959533,-14.538658915255565,18.428960407681842,0.4181362611662265,21.301573644759547,5.2500106649811915,2.034864609974373,-5.980698526659529
610,6841.235048438545,4.4005537e-05,0.0005104577,0.001391408,-5.194015308096923,5.868205459893123,-12.535741463862633,20.024277167132574,-1.7088640355186282,19.618413666413204,4.227711368030967,4.7793635120621705,-6.300456002308186
615,6841.235048438545,-7.455918e-05,0.0003901318,0.001535431,-4.815851103095263,5.583895743125231,-10.541892930405721,21.621152035324236,-3.9672781426242647,17.677770217979663,2.2526724369298137,7.322087444205588,-6.353661231266363
