Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Na_x,J_Na_y,J_Na_z,J_K_x,J_K_y,J_K_z,J_Cl_x,J_Cl_y,J_Cl_z
50,7425.113839056977,-0.00011509274,0.00037868874,0.0024100055,12.690219326775967,-17.88772351408409,4.19115001505088,12.36384938066318,3.340904983940428,-2.5367454480274443,7.309198389782115,11.423480763358318,-5.474026992076282
55,7425.113839056977,-0.0002481259,0.00048745205,0.0023581611,10.989972244749787,-17.1916487776922,4.577719693834298,13.267164334036593,2.722743913052258,-2.87697187599953,8.106130712791167,11.345566961705961,-5.520370216745097
60,7425.113839056977,-0.00036342535,0.0006126014,0.0023102257,8.932913316852044,-16.042630656521972,5.009382576232382,13.986670535176255,2.107634244909865,-3.2852905759955426,9.443683126950464,10.811658305922661,-5.543714412520377
65,7425.113839056977,-0.00045408966,0.0007398408,0.0022628948,6.455647055061398,-14.50123126385882,5.5563742987034175,14.530892891047426,1.582276151705888,-3.7159403197783973,11.376727060031092,9.795617140804938,-5.660056312824559
70,7425.113839056977,-0.0005179109,0.00084294076,0.00220322,3.5381520413810907,-12.647841442297825,6.170010436315465,14.91838882041544,1.2082837121718386,-4.129371258055485,13.90672593913955,8.31621967052791,-5.860261143844405
75,7425.113839056977,-0.000563705,0.0008979641,0.002119596,0.2856672044162223,-10.59317325965242,6.638568742164465,15.16726215456789,1.0100432811571305,-4.504605024249044,16.91033763832278,6.459791856840555,-5.9535857772025835
80,7425.113839056977,-0.0006101124,0.00089089747,0.0020115557,-3.067684227471637,-8.472000542316557,6.664221497834773,15.292747745835875,0.979714926271563,-4.841307668913953,20.138203464337536,4.368947292395131,-5.642536133079428
85,7425.113839056977,-0.0006743899,0.0008155987,0.0018869196,-6.217556026373227,-6.428352682256109,6.014708868655474,15.30978487051221,1.092797563628304,-5.148392936604081,23.27103810555677,2.212216771157661,-4.6859382385583155
90,7425.113839056977,-0.00076290837,0.0006733107,0.0017518279,-8.861250296004165,-4.599645663199799,4.638487194559388,15.238905874871545,1.3228644142678605,-5.423029253401193,25.98561126848476,0.15344276764601172,-3.03508019755741
95,7425.113839056977,-0.00087102666,0.00047652167,0.0016056263,-10.758064624375136,-3.0918969381033374,2.676176393732135,15.114413626525907,1.6474103422502608,-5.630414165472769,28.006917707729414,-1.6788519660522785,-0.8653843271086323
100,7425.113839056977,-0.000989006,0.0002467136,0.0014456877,-11.76476449710217,-1.9525745086226651,0.38917588889682886,14.99024113358361,2.0447626365335974,-5.693994741337529,29.137789739445047,-3.215526630238926,1.4851966849464109
105,7425.113839056977,-0.0011075631,4.2666134e-06,0.001276378,-11.838932461136302,-1.168198879256697,-1.9340627695308958,14.936149305916171,2.4883547260238625,-5.501235131825534,29.266049699992486,-4.443494200280003,3.6156755039855373
110,7425.113839056977,-0.0012188626,-0.00023877235,0.0011125262,-11.02775857175775,-0.693245948701251,-4.050712455656935,15.0202912125617,2.943324082025902,-4.926368386568367,28.370733883759435,-5.373416418423472,5.157458286556856
115,7425.113839056977,-0.0013126562,-0.0004771317,0.00097213546,-9.468286952093063,-0.47827660667610816,-5.7988537327145195,15.282840109731083,3.365233147986692,-3.867324925244258,26.54871323939375,-6.010295103708544,5.846556504927277
120,7425.113839056977,-0.0013729796,-0.00070600444,0.00086782133,-7.391327855952209,-0.4683600262884555,-7.097143317328914,15.71301524310071,3.698824414243612,-2.2849893161965262,24.041578705629995,-6.353802830677819,5.562510666933071
125,7425.113839056977,-0.001381445,-0.0009170299,0.00080511975,-5.091966097508798,-0.5852423684206132,-7.9269703919234225,16.243149211188904,3.8783307015115493,-0.22334696685539868,21.21208306288468,-6.4164269570304215,4.3306952052743775
130,7425.113839056977,-0.0013261376,-0.0010987977,0.0007864521,-2.8506633868492868,-0.7261791817960601,-8.324060945331329,16.76620407963743,3.8331938536053745,2.2049458325218323,18.447725607780775,-6.2303534609948885,2.2994928291745502
135,7425.113839056977,-0.0012086928,-0.0012397707,0.00081319775,-0.8443025017259982,-0.784166435577963,-8.374553962388639,17.170076991299325,3.4997033848545502,4.859509336545661,16.03749170826635,-5.838875661730822,-0.30457754732110853
140,7425.113839056977,-0.0010434318,-0.0013317337,0.0008820075,0.889116856600503,-0.6681130804769317,-8.186001837551768,17.369792405831287,2.8342876222510354,7.612361005058105,14.104357134821877,-5.289513483846647,-3.245981267872639
145,7425.113839056977,-0.00085066445,-0.0013718663,0.0009806327,2.414376306638495,-0.3092490368122798,-7.844272112168149,17.31972910998844,1.8225057955774941,10.364307367855861,12.629161173926414,-4.636595750417954,-6.339657398465583
150,7425.113839056977,-0.00064974907,-0.0013644979,0.0010872137,3.8317548729316044,0.34298263562447406,-7.395728095843769,17.00486177455856,0.48231451416231863,13.036049064658066,11.526649778113361,-3.948635892423522,-9.459943095202615
155,7425.113839056977,-0.00045664544,-0.0013214493,0.0011762992,5.224823269599619,1.3240148473508908,-6.8596045623688795,16.426612108795563,-1.1353271651909371,15.547410819050118,10.711831127814813,-3.3120265375776627,-12.507428083942205
160,7425.113839056977,-0.00028310323,-0.0012583156,0.0012280926,6.637439779820305,2.641804274843133,-6.241367557485212,15.600144349877846,-2.9475831836993143,17.802752386129203,10.125682581366426,-2.8175594709658314,-15.38100658362469
165,7425.113839056977,-0.00013748115,-0.001188272,0.00123518,8.069280354524743,4.2483553243822545,-5.528299707347177,14.564592309116744,-4.84759672823784,19.696197281124096,9.729393977207375,-2.5240970535608778,-17.98751964427588
170,7425.113839056977,-2.6290085e-05,-0.0011185826,0.0012023062,9.479435561637182,6.020068676227646,-4.679878291509224,13.393712975801702,-6.7225493315439895,21.134774685631772,9.490118224131303,-2.420857697766519,-20.274518300010232
175,7425.113839056977,4.434594e-05,-0.0010527461,0.0011397284,10.797285903342889,7.776247082458546,-3.634801085549838,12.19524963445134,-8.475107158376337,22.060743500083834,9.370731317221079,-2.424478049511278,-22.245564409157897
180,7425.113839056977,7.090009e-05,-0.000995273,0.0010578906,11.942820949777705,9.33391573737969,-2.3409476092373325,11.097824033958666,-10.037494151036663,22.456430622820324,9.322622070708615,-2.4197595350645553,-23.935104862929673
185,7425.113839056977,5.5325378e-05,-0.00095554965,0.0009640621,12.852934869129422,10.565049279446946,-0.792731351145334,10.23009313098511,-11.374887384239992,22.335584657879725,9.280239261430589,-2.313500023215351,-25.362475315823804
190,7425.113839056977,4.6151567e-06,-0.0009473312,0.0008624533,13.503186944109324,11.42491844098037,0.9505550408367754,9.694854832943303,-12.483706074299699,21.738545209927896,9.165225301267391,-2.0645505096520784,-26.508722092827202
195,7425.113839056977,-7.385008e-05,-0.0009833403,0.00075532135,13.915605900723012,11.946522978464024,2.7791743256103714,9.543142033815016,-13.387879187221554,20.736928653022904,8.904518989753605,-1.6819817873959666,-27.335724907216044
200,7425.113839056977,-0.00017566347,-0.0010680279,0.00064334826,14.149956622042076,12.21457260005479,4.567901593917781,9.760602209831188,-14.128364136252818,19.434321278255982,8.452708053877624,-1.2095465998948631,-27.821844844120324
205,7425.113839056977,-0.0002983411,-0.001192969,0.0005272116,14.28061512066167,12.332521813167087,6.204058595955871,10.276076025974831,-14.74384840557414,17.949556821782597,7.8065758243449554,-0.7120114655056824,-27.973237659711277
210,7425.113839056977,-0.0004381241,-0.0013388174,0.00040943394,14.366901869268322,12.386906313297342,7.59207009914928,10.987297443536146,-15.251134780991746,16.387932626501414,7.009067669974948,-0.2591094920329202,-27.79962509735383
215,7425.113839056977,-0.00058806373,-0.0014834692,0.00029566718,14.432457906573536,12.410826972651531,8.642348753383999,11.788570264210207,-15.637676238289169,14.818318043922762,6.14223905981843,0.10351143185351042,-27.280289117707117
220,7425.113839056977,-0.00073915056,-0.0016094787,0.00019345936,14.468240203381146,12.358518908551897,9.265618413760535,12.590574194300196,-15.870485459341035,13.26707320628337,5.3044527196328,0.38862866823062525,-26.35231384273543
225,7425.113839056977,-0.0008838976,-0.0017071128,0.00010998824,14.455152681805224,12.111534031986931,9.386017637983173,13.332848699342787,-15.914783049925427,11.725188072814479,4.575265614880927,0.6799110888584199,-24.930827928563357
230,7425.113839056977,-0.0010177111,-0.001770513,4.9876176e-05,14.381221379482918,11.525110157379796,8.968884468268811,13.992213330418519,-15.75171329808236,10.160322421535954,3.9898322699648716,1.103265403000182,-22.948828935228494
235,7425.113839056977,-0.0011370427,-0.001792401,1.3762042e-05,14.233000381742634,10.494734394602684,8.046336891814576,14.586669916386665,-15.387493163510408,8.532096780706283,3.5435965739955364,1.7694209934503995,-20.398055669275028
240,7425.113839056977,-0.0012343646,-0.0017626758,-8.0649875e-07,13.974023355384155,9.006147749505882,6.722470144151087,15.170990076168447,-14.850401536593745,6.811266849542777,3.218253451722637,2.720916083033151,-17.353359253078505
245,7425.113839056977,-0.0012957479,-0.0016741825,1.3446792e-06,13.539366382401816,7.144548717262633,5.153726411487809,15.82037080946385,-14.176699902034125,4.995324723143753,3.003529587101446,3.9088134388049856,-13.968673618865118
250,7425.113839056977,-0.0013034316,-0.0015312111,1.4377044e-05,12.845716864414749,5.06728258420696,3.520400755113884,16.603712672540052,-13.393761374126735,3.110522953980294,2.9138370706162178,5.203141466631836,-10.450545982063023
255,7425.113839056977,-0.0012413027,-0.0013541281,3.240893e-05,11.796042297866983,2.9585686303784042,2.0016289680562513,17.556639428903058,-12.510782096623553,1.2016975590863572,3.010584971339349,6.4288762105372115,-7.022948506355587
260,7425.113839056977,-0.001099806,-0.0011746811,4.988729e-05,10.285644774210844,0.9803188269069053,0.7402727718864515,18.667251950862475,-11.52070545044389,-0.6776648793225055,3.4103697148705523,7.417049417685277,-3.882229960023377
265,7425.113839056977,-0.0008817162,-0.0010246633,6.0916715e-05,8.2346698527929,-0.7716878814372921,-0.2104659663790467,19.880606907468536,-10.409190112349643,-2.467049362894171,4.247989950599084,8.057540728469851,-1.1421067458864442
270,7425.113839056977,-0.0006088198,-0.0009267617,6.157504e-05,5.6380620856782775,-2.2902054235802374,-0.9217118122986667,21.116064051796936,-9.164395677350873,-4.096529014088004,5.609140434330843,8.331263556793076,1.1986188040013523
275,7425.113839056977,-0.00032223974,-0.00089164684,5.3641037e-05,2.5919927782872696,-3.6392092248844436,-1.5622824604514554,22.286590434543104,-7.783492938909509,-5.4885290695524525,7.484683579189815,8.299364536255256,3.231189430352466
280,7425.113839056977,-7.04772e-05,-0.0009182161,4.2917527e-05,-0.7212794063905015,-4.906954785957292,-2.318555450329655,23.313089261709617,-6.273526809734359,-6.56717835745759,9.771457118650952,8.057143633767213,5.0661118514403345
285,7425.113839056977,0.00010683167,-0.0009939955,3.168102e-05,-4.068233906623145,-6.173958176895332,-3.3039003552993336,24.13295154946311,-4.646535453855355,-7.273028224953588,12.298549351007109,7.697155739759568,6.757306548490711
290,7425.113839056977,0.00018939922,-0.0010968734,1.5684393e-05,-7.197366684222955,-7.520170763312428,-4.50105619639578,24.70560180247915,-2.9118074742467805,-7.57777441324971,14.855031861813847,7.3086403814453895,8.2592083921631
295,7425.113839056977,0.00017958797,-0.0012004294,-8.515644e-06,-9.869140418390753,-9.038613281586667,-5.765817524276258,25.017034194015206,-1.0711339310177213,-7.493085763429473,17.215373223392177,6.986409377034237,9.439281297018578
300,7425.113839056977,0.000100111996,-0.0012805491,-3.4966244e-05,-11.88108288687975,-10.808895108277635,-6.888286193360165,25.082012631833557,0.8771802073939392,-7.070954793427076,19.162337356195437,6.8083768575165085,10.139618743826261
305,7425.113839056977,-1.369391e-05,-0.0013195295,-4.837598e-05,-13.081052743170162,-12.829303944492846,-7.673806007766306,24.94049748608587,2.923727581063393,-6.39707396037876,20.50382230898075,6.782238276148224,10.251257842508902
310,7425.113839056977,-0.00012752097,-0.0013087885,-3.4975623e-05,-13.376276126912426,-14.970998772629521,-8.009249535800684,24.64528052775633,5.028225077364003,-5.579842684095196,21.09426247508899,6.819435695551803,9.769470204352224
315,7425.113839056977,-0.00022114368,-0.0012501118,6.153424e-06,-12.755421709701054,-17.023756765537094,-7.901471729379757,24.243040207567457,7.105680262332133,-4.73586057714739,20.875648253811327,6.7947381820139725,8.817710561131388
320,7425.113839056977,-0.00029121444,-0.0011535493,6.0980085e-05,-11.314236845015987,-18.802119166032185,-7.470568591177091,23.756087981762466,9.02949322467848,-3.97207650552083,19.9214157159252,6.649287335561823,7.623023581532787
325,7425.113839056977,-0.0003452235,-0.0010319228,0.00010747382,-9.252641857680583,-20.20347532404628,-6.891952211882545,23.17358567425028,10.654020342390686,-3.368504661666531,18.442322908903684,6.426116188742455,6.440835320632634
330,7425.113839056977,-0.00039413723,-0.0008964939,0.00012583761,-6.830298628729656,-21.18343756818865,-6.3251108352864165,22.458318817507024,11.849019398526794,-2.968445496821018,16.735246441664728,6.2110794908384594,5.4739346138539515
335,7425.113839056977,-0.00044752404,-0.00075594406,0.00010950008,-4.299038258780208,-21.710598630578147,-5.8678810359718945,21.569234483698455,12.534958936486513,-2.7808717755379018,15.093070188365617,6.052301238932996,4.829131273086392
340,7425.113839056977,-0.0005109394,-0.00061771664,6.897367e-05,-1.8489258379929412,-21.757969087726792,-5.54113997775892,20.490983135228372,12.710008925083097,-2.792652919813931,13.721209059959891,5.924621661399138,4.51417148910384
345,7425.113839056977,-0.0005851711,-0.0004891708,2.4511755e-05,0.4095950498715659,-21.328293534507225,-5.295355592938343,19.25251409963813,12.459319286653775,-2.982670552331924,12.70115723674762,5.745635496832547,4.45840453355101
350,7425.113839056977,-0.0006645192,-0.00037623022,-7.2249463e-06,2.4353849156771243,-20.47931299166737,-5.041843298324583,17.919866769474094,11.939115340058924,-3.3279190775229077,12.00801483909917,5.416859173712437,4.550140688792969
355,7425.113839056977,-0.00073625246,-0.0002793981,-2.0288517e-05,4.23517902230494,-19.33054372358526,-4.710959397627792,16.566939389349063,11.339663376079992,-3.796177930033096,11.56114801485118,4.867541866051324,4.687515795878034
360,7425.113839056977,-0.00078572216,-0.00019026123,-1.649044e-05,5.8394676002438,-18.051514629247663,-4.307457425289951,15.24708555809185,10.843579465874067,-4.331702078119648,11.276712990096977,4.084596352577064,4.819538261171668
365,7425.113839056977,-0.0008056339,-9.3693794e-05,9.3586493e-07,7.280625764099817,-16.83046764828658,-3.910421340170954,13.985877006097788,10.593498559204457,-4.850823407474323,11.096763307017946,3.1136303320817387,4.941623376407343
370,7425.113839056977,-0.0008019849,2.1764654e-05,2.9554314e-05,8.58125309935101,-15.828480501043828,-3.6122431734132796,12.795066766354928,10.671864118441457,-5.258152195956438,10.98694598110277,2.033277394428227,5.050774099885142
375,7425.113839056977,-0.00078994426,0.0001560229,6.7131936e-05,9.753311446410656,-15.143607810222768,-3.468191904430623,11.69259165381801,11.091831521589347,-5.474183647462283,10.917362799841877,0.9284371212360583,5.122754248118848
380,7425.113839056977,-0.00078417093,0.0002985693,0.00011138134,10.800634207998218,-14.80576124865491,-3.5083187567379888,10.71154405338212,11.800879485039198,-5.453118750394438,10.851087755635758,-0.11845727944735529,5.141816196549892
385,7425.113839056977,-0.0007911202,0.00043547133,0.0001598704,11.725532828067367,-14.79353427674085,-3.765191163463954,9.891422636319941,12.696768144116371,-5.180922557168756,10.746310596661074,-1.0265729997700719,5.126492546316124
390,7425.113839056977,-0.0008070727,0.00055489794,0.00020852126,12.542852633117281,-15.05337039190761,-4.254230948819954,9.258646501643408,13.650567984492094,-4.662246975922258,10.56176685628388,-1.720536846500253,5.096856595669644
395,7425.113839056977,-0.00082180096,0.00064739544,0.00024955347,13.291104329663792,-15.510377837941071,-4.923379334569799,8.810094941498857,14.528920908392918,-3.9099823491324184,10.262066614278682,-2.141882305506514,5.01374046314738
400,7425.113839056977,-0.0008243763,0.00070535793,0.00027010078,14.023522492732145,-16.066068039755354,-5.6330809463536875,8.508508320395787,15.20950056215939,-2.9424786598047055,9.831235011672371,-2.2667720880782145,4.755938313748922
405,7425.113839056977,-0.00080634584,0.00072483975,0.00025255582,14.776022847094985,-16.585391018226236,-6.190647651400753,8.289466889669267,15.588042259223455,-1.785416956052372,9.297776063858956,-2.125990487933522,4.15644310570526
410,7425.113839056977,-0.00076050207,0.0007091415,0.00017948411,15.527437186415018,-16.891957475381222,-6.416141422748582,8.075036658737655,15.579729905395522,-0.47414478484280664,8.760791967934248,-1.8111115878680986,3.0706644810418973
415,7425.113839056977,-0.0006811309,0.0006686191,4.6457353e-05,16.180182784072503,-16.80216173454335,-6.202185959823795,7.789560055017783,15.119666906999425,0.9457993723408302,8.393523243374412,-1.4408443588771016,1.4367648709561065
420,7425.113839056977,-0.0005692151,0.00061527797,-0.00012410653,16.585850045263918,-16.203050557785335,-5.536364199703997,7.37487456057671,14.166233650206648,2.4210500500230285,8.402541631674728,-1.0865221777938396,-0.7043074952777513
425,7425.113839056977,-0.00043711622,0.0005573746,-0.0002833416,16.610795420397853,-15.113894740308186,-4.477836431376376,6.802061923320717,12.70860143917694,3.8959489659609856,8.950408721834984,-0.7180461312826312,-3.237734054989848
430,7425.113839056977,-0.00030500404,0.0005009679,-0.0003765039,16.20559680240492,-13.65794655711159,-3.114433633153853,6.076791409235294,10.777068049335726,5.319783829239883,10.080877993678124,-0.24246096610370765,-6.024971823677041
435,7425.113839056977,-0.00019017383,0.0004536649,-0.00037066464,15.43936152002541,-11.974958146368754,-1.5374370704569742,5.236587169295955,8.452347148451599,6.652200394397355,11.687317628304564,0.3992713235067411,-8.934385191885376
440,7425.113839056977,-9.8987955e-05,0.0004231861,-0.000266607,14.479977401003701,-10.176470124234928,0.15960821858124152,4.34048341564586,5.868208879359238,7.862969053247061,13.542805518646029,1.184921337333594,-11.842199205631621
445,7425.113839056977,-2.7789278e-05,0.00041082888,-9.226638e-05,13.52853722416446,-8.357725110719347,1.8755656557738698,3.4545533921550597,3.202766682692391,8.925395642014323,15.380175908791257,2.0316186400433898,-14.620583251394738
450,7425.113839056977,3.1331438e-05,0.00040978572,0.000113424976,12.740031501483166,-6.603009728423221,3.49968174169652,2.639767437481633,0.6581789053323992,9.807061764484377,16.983467337046292,2.8214910559601547,-17.126365721479875
455,7425.113839056977,8.58454e-05,0.00041141736,0.00031450627,12.170425911959018,-4.963464699626802,4.914479652709531,1.9483273557230065,-1.5662676246235132,10.464482853618385,18.244513263544192,3.406392446899349,-19.198584833090468
460,7425.113839056977,0.00014145875,0.00041245166,0.0004847359,11.766993981909557,-3.442285164469813,6.004879394152056,1.4289070734698832,-3.301432797233381,10.846846053071193,19.16736548659928,3.620378040980983,-20.671347798508965
465,7425.113839056977,0.00020127808,0.00041633198,0.00060877635,11.386770070870874,-2.0153467945850743,6.6744284541479715,1.1344712106824888,-4.434285955189943,10.910561284050335,19.842025520633157,3.3262930392261127,-21.404611949498243
470,7425.113839056977,0.00026563514,0.00043033218,0.0006828095,10.831342682611897,-0.6754611054742599,6.868479447467222,1.121487327602619,-4.932647595537807,10.640465463893623,20.410436883940108,2.484769018788472,-21.328567001163204
475,7425.113839056977,0.00033285565,0.00046242867,0.0007175713,9.91608134801779,0.5424902265409584,6.600284072888541,1.4253036838149562,-4.858675450791585,10.06524203362277,21.02188168106413,1.1928459076414049,-20.485148125752335
480,7425.113839056977,0.00040030293,0.0005157755,0.0007382412,8.593615421565367,1.5950640688721434,5.9686737012968365,2.011768912000216,-4.350215299265207,9.253905823045205,21.757882244351364,-0.36818779997635165,-19.04220179206681
485,7425.113839056977,0.00046280897,0.00057962566,0.0007696496,7.066769526403981,2.4960286395258855,5.146466329377915,2.7458137285561963,-3.5648306016074898,8.295451853963176,22.550683463870243,-2.0545372352746787,-17.261540692665616
490,7425.113839056977,0.0005106573,0.00062780484,0.0008126314,5.7295267011961855,3.3168255296228573,4.327013628648899,3.426719021298153,-2.618041057484468,7.279116530921319,23.207021177634758,-3.8221234046352635,-15.42575269923184
495,7425.113839056977,0.00053107773,0.0006339716,0.0008450296,4.929387874794227,4.102813182053634,3.6552612204438333,3.8774926024693883,-1.5576509925259838,6.286676943444481,23.556386224302777,-5.668501095991147,-13.761560582578959
500,7425.113839056977,0.0005122873,0.00058955076,0.0008476751,4.811197675719335,4.82616203358759,3.1863092587088317,4.013198329942057,-0.3808418423624501,5.390966617069797,23.538870678715547,-7.568659090814677,-12.396898196342072
505,7425.113839056977,0.00044714383,0.0005071817,0.00081661815,5.348547237974595,5.423204031311451,2.8874898074215594,3.840420698090851,0.9333466378655908,4.651374178018601,23.17429877639669,-9.479889372704987,-11.358486253194705
510,7425.113839056977,0.00033732812,0.00041078715,0.000757626,6.423980925026875,5.844668994887452,2.6770104640460763,3.416049398438431,2.3986030308759396,4.107238980152475,22.52323614635251,-11.366610895717956,-10.603871786073277
515,7425.113839056977,0.00019711592,0.00032219916,0.000678316,7.875767416599067,6.0716190602512325,2.479951920854261,2.815944559703224,4.00441055723318,3.7750163523710283,21.671554765728885,-13.199368647349973,-10.074590774916423
520,7425.113839056977,5.236848e-05,0.00025172147,0.0005853977,9.535063838333395,6.10836979721591,2.271561129551343,2.126662207780341,5.704340511542663,3.651083062610711,20.701540559747897,-14.936049342402173,-9.742266725015206
525,7425.113839056977,-6.6623965e-05,0.0001968626,0.00048479604,11.271981005711517,5.976772272314174,2.082918295398202,1.4427832242702259,7.413792909773157,3.7176714021738775,19.64850259332097,-16.51390454434592,-9.620212309231128
530,7425.113839056977,-0.00013721744,0.0001474648,0.0003842879,13.018411399201817,5.715834190004552,1.9714078320773174,0.8545727917701327,9.023251330839095,3.9490394708086445,18.490282601963642,-17.86242497726495,-9.740070121560557
535,7425.113839056977,-0.00015406853,9.283664e-05,0.00029599064,14.738586658005286,5.373202765911283,1.9837186019664736,0.4252397190032404,10.423612718010963,4.316577133509312,17.199440553743713,-18.920154869945023,-10.119918657897351
540,7425.113839056977,-0.0001303397,2.7050039e-05,0.00023579544,16.368584034183204,4.98355237298676,2.1322348811460747,0.17128269307819366,11.528869934662767,4.79182302546313,15.823400292413949,-19.635761810884347,-10.743680820619769
545,7425.113839056977,-8.943512e-05,-4.8429232e-05,0.00021826151,17.778042986993583,4.552220640803735,2.3821928807098507,0.061307183732662196,12.2839622650125,5.346420965060576,14.523916923666814,-19.959522239794083,-11.548236633535844
550,7425.113839056977,-5.3640153e-05,-0.00012610051,0.00024990347,18.794260638334002,4.064856883711054,2.6486333855806947,0.034918002657160496,12.660758023964126,5.94934394650544,13.534088371740195,-19.848954108549627,-12.417600191738007
555,7425.113839056977,-3.716001e-05,-0.00019750588,0.00032542774,19.279457418314472,3.513871034867061,2.8202887949498177,0.02838196164908524,12.65326613891998,6.562876709610909,13.055427453254458,-19.29047633680763,-13.202788182826612
560,7425.113839056977,-4.4912784e-05,-0.00025851696,0.00042953133,19.203236068192403,2.9069077604777886,2.814663431907035,-0.005795004042500551,12.277956603239405,7.139103302715274,13.165825512139504,-18.308203426526017,-13.773389330578926
565,7425.113839056977,-7.4721e-05,-0.00031050734,0.0005429061,18.65270328879435,2.245162072945841,2.629054494119999,-0.08909921149437361,11.576048252993905,7.618462782219908,13.799662566266575,-16.94454947907231,-14.067139810064354
570,7425.113839056977,-0.00011882918,-0.00035741937,0.00064979965,17.778874190405098,1.5083455469735974,2.3456204249575308,-0.21522978629922163,10.612302139349461,7.93237248342983,14.79962215360255,-15.243987022740631,-14.09761559153814
575,7425.113839056977,-0.00016530546,-0.00040090512,0.0007441219,16.725280130919625,0.6861544059880724,2.085570652683317,-0.35455862136563,9.467269073577741,8.011056687171262,15.99254510571272,-13.276762873226987,-13.916249984610136
580,7425.113839056977,-0.00020039074,-0.0004386597,0.0008279747,15.584046688222791,-0.16362287891241034,1.9486027883621642,-0.46324422243172947,8.223208056532576,7.794765962034475,17.242463923247932,-11.18292443048246,-13.56299136792624
585,7425.113839056977,-0.00021078203,-0.00046741308,0.00090611784,14.39548008367003,-0.8983566944294843,1.9843971324452792,-0.49401874662702516,6.947620035249981,7.24429038174047,18.46180498914991,-9.17260266489008,-13.048309893656938
590,7425.113839056977,-0.00018585149,-0.00048605585,0.0009830752,13.174494156269269,-1.3472799173622478,2.2090774368215893,-0.4054204016099314,5.681002917014533,6.34788554901523,19.594192698329877,-7.457062770568667,-12.376585385875323
595,7425.113839056977,-0.0001206188,-0.0004960541,0.0010644946,11.932650519423099,-1.3997713860598013,2.629308956868896,-0.1687871613355476,4.435649715333825,5.12467390170012,20.599403219513356,-6.159218276050307,-11.57360504858337
600,7425.113839056977,-2.0280815e-05,-0.00050104596,0.0011545096,10.681712895927403,-1.0635474395247728,3.241445574102668,0.22496251955841728,3.207771893793373,3.626117963149442,21.456591348456,-5.2675643932309555,-10.687185465615062
605,7425.113839056977,9.875541e-05,-0.0005069921,0.0012480326,9.432438607561405,-0.46680206555254733,4.028368713156794,0.7595699279811592,1.9966045043346132,1.9344395107420824,22.171258328185374,-4.653142350353177,-9.782430150331884
610,7425.113839056977,0.00021204544,-0.0005192793,0.0013263935,8.202842843879834,0.2002226635223634,4.972453487539441,1.3946765510957084,0.8167395665867363,0.15213896684348205,22.76574747972454,-4.140302203841442,-8.944214321429563
615,7425.113839056977,0.0002942085,-0.0005357509,0.0013646695,7.025939709635191,0.7935415802995696,6.04842333112623,2.079058752410001,-0.3063622224955429,-1.6212208821014098,23.258268516832047,-3.6105196837727487,-8.2468242562067
